period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,esp_timer,wifi,ipc1,sys_evt,Heap,Stack,Mbps,main
69,8583232,214388,51876942,15610889,1814,18,83820,15687282,19414,23778,290608,4152,16.40,100191
70,8706483,216840,52567850,15840021,1814,18,85027,15909222,19414,23778,290608,4152,16.31,100191
71,8782522,219491,53366203,15987378,1814,18,86337,16056552,19414,23778,290608,4152,10.29,100191
72,8934242,222065,57537595,16257123,1814,18,87530,16304964,19414,23778,290608,4152,18.62,100191
73,9079608,224838,54675017,16517819,1814,18,88570,16547764,19414,23778,290608,4152,17.89,100191
74,9223169,228174,55322652,16774889,1814,18,89849,16788908,19414,23778,290608,4152,17.83,100191
75,9370046,230870,55980598,17031990,1814,18,90941,17030042,19414,23778,290608,4152,17.67,100191
76,9487686,234133,56677679,17248633,1814,18,92150,17242054,19414,23778,290608,4152,15.62,100191
77,9609568,237272,57356569,17478013,1814,18,93448,17467160,19414,23778,290608,4152,16.52,100191
78,9748424,240349,58021604,17727666,1814,18,94594,17703971,19414,23778,290608,4152,17.52,100191
79,9886575,243824,58690612,17971614,1814,18,95926,17933740,19414,23778,290608,4152,17.12,100191
80,10025741,246462,59368028,18212654,1814,18,97293,18158266,19414,23778,290608,4152,16.43,100191
81,10164757,249648,60041895,18455229,1814,18,98554,18384447,19414,23778,290608,4152,16.69,100191
82,10302852,252920,60724913,18694946,1814,18,99829,18608192,19414,23778,290608,4152,16.47,100191
83,10437868,255616,61407078,18930227,1814,18,101033,18828436,19414,23778,290608,4152,16.31,100191
84,10572061,258361,62096800,19163318,1814,18,102254,19045148,19414,23778,290608,4152,15.89,100191
85,10717851,261640,62761256,19415241,1814,18,103418,19278388,19414,23778,290608,4152,17.20,100191
86,10844793,264336,63451888,19644887,1814,18,104727,19498845,19414,23778,290608,4152,16.27,100191
87,10976728,267378,64140463,19880513,1814,18,105873,19726476,19414,23778,290608,4152,16.69,100191
88,11108543,270149,64828552,20118906,1814,18,106869,19954538,19414,23778,290608,4152,16.69,100191
89,11224620,273411,65546270,20327919,1814,18,108047,20156037,19414,23778,290608,4152,14.69,100191
90,11366946,276753,66214632,20576512,1814,18,109275,20389433,19414,23778,290608,4152,17.13,100191
91,11511780,279176,66877292,20829916,1814,18,110458,20625437,19414,23778,290608,4152,17.42,100191
92,11650334,282206,67552747,21073493,1814,18,111837,20851901,19414,23778,290608,4152,16.66,100191
93,11787683,284983,72695384,21314083,1814,18,112973,21076674,19414,23778,290608,4152,16.45,100191
94,11914959,288365,73427734,21546770,1814,18,114157,21293980,19414,23778,290608,4152,16.29,100191
95,12041307,291140,69619181,21780298,1814,18,115245,21519548,19414,23778,290608,4152,16.71,100191
96,12167961,295029,74888722,22012187,1814,18,116305,21742448,19414,23778,290608,4152,16.80,100191
97,12290705,297537,71008456,22241062,1814,18,117431,21965147,19414,23778,290608,4152,16.54,100191
98,12415818,300240,76362956,22463762,1814,18,118531,22179719,19414,23778,290608,4152,15.90,100191
99,12544017,303289,77093286,22701205,1814,18,119857,22411195,19414,23778,290608,4152,16.98,100191
100,12670585,306584,77818511,22936994,1814,18,120984,22640318,19414,23778,290608,4152,16.80,100191
101,12797104,309784,73776064,23166511,1814,18,122131,22857898,19414,23778,290608,4152,16.17,100191
102,12926957,312272,79269453,23402116,1814,18,123298,23085858,19414,23778,290608,4152,16.59,100191
103,13051688,315897,75152306,23631587,1814,18,124669,23307894,19414,23778,290608,4152,16.44,100191
104,13179648,318443,75839225,23868058,1814,18,125894,23535065,19414,23778,290608,4152,16.57,100191
105,13305715,321892,76532383,24097922,1814,18,127021,23753520,19414,23778,290608,4152,16.17,100191
106,13422090,325365,77245775,24312659,1814,18,128275,23961618,19414,23778,290608,4152,15.29,100191
107,13558516,328773,77899053,24566925,1814,18,129546,24207200,19414,23778,290608,4152,18.14,100191
108,13685351,332600,83670412,24801234,1814,18,130617,24432527,19414,23778,290608,4152,16.67,100191
109,13810948,335301,79288429,25029766,1814,18,131742,24652939,19414,23778,290608,4152,16.21,100191
110,13924345,337883,80014933,25235190,1814,18,133077,24849044,19414,23778,290608,4152,14.20,100191
111,14051304,341345,80697640,25471550,1814,18,134168,25075936,19414,23778,290608,4152,16.95,100191
112,14208809,344622,81347476,25742005,1814,18,135541,25322210,19414,23778,290608,4152,18.23,100191
113,14354513,348053,82021057,25992772,1814,18,136771,25551420,19414,23778,290608,4152,16.77,100191
114,14498034,350981,82699015,26239564,1814,18,138005,25774369,19414,23778,290608,4152,16.17,100191
115,14647414,354553,88682186,26493337,1814,18,139296,26005289,19414,23778,290608,4152,16.83,100191
116,14778578,357888,84051904,26730825,1814,18,140437,26228112,19414,23778,290608,4152,16.42,100191
117,14906450,360932,90136925,26964599,1814,18,141871,26453390,19414,23778,290608,4152,16.51,100191
118,15035140,364295,90861132,27198622,1814,18,143031,26676527,19414,23778,290608,4152,16.73,100191
119,15163244,367420,91586526,27434072,1814,18,144119,26901336,19414,23778,290608,4152,16.44,100191
120,15292102,370026,86821657,27667213,1814,18,145285,27125390,19414,23778,290608,4152,16.27,100191
121,15422825,373826,93031957,27901725,1814,18,146376,27348696,19414,23778,290608,4152,16.59,100191
122,15555249,376279,88200453,28143325,1814,18,147560,27577331,19414,23778,290608,4152,16.81,100191
123,15671824,378809,88925346,28355592,1814,18,148746,27781163,19414,23778,290608,4152,15.01,100191
124,15809827,381480,89604776,28593856,1814,18,149771,28016753,19414,23778,290608,4152,17.46,100191
125,15943091,384909,90287975,28830339,1814,18,150890,28246101,19414,23778,290608,4152,16.92,100191
126,16071051,388080,90983170,29063207,1814,18,152075,28467167,19414,23778,290608,4152,16.39,100191
127,16201595,391650,97374132,29298207,1814,18,153337,28691692,19414,23778,290608,4152,16.66,100191
128,16329885,394702,92366383,29532315,1814,18,154577,28916968,19414,23778,290608,4152,16.41,100191
129,16460366,397457,93061177,29766913,1814,18,155689,29142159,19414,23778,290608,4152,16.38,100191
130,16584875,400885,93757942,29994317,1814,18,156855,29361761,19414,23778,290608,4152,16.17,100191
131,16715793,403834,94447818,30233140,1814,18,158056,29592172,19414,23778,290608,4152,16.69,100191
132,16847900,406414,95142039,30468062,1814,18,159220,29815857,19414,23778,290608,4152,16.57,100191
133,16970544,409832,95831464,30694694,1814,18,160307,30037166,19414,23778,290608,4152,16.50,100191
134,17102555,413519,96527694,30929731,1814,18,161273,30259108,19414,23778,290608,4152,16.71,100191
135,17229995,416132,97220814,31162787,1814,18,162417,30484394,19414,23778,290608,4152,16.38,100191
136,17357828,419920,103912692,31394014,1814,18,163620,30706558,19414,23778,290608,4152,16.71,100191
137,17482424,422699,98610661,31626467,1814,18,164900,30927643,19414,23778,290608,4152,16.17,100191
138,17611568,426238,99303622,31861364,1814,18,165972,31152215,19414,23778,290608,4152,16.71,100191
139,17740101,429973,100002893,32096413,1814,18,167045,31374498,19414,23778,290608,4152,16.71,100191
140,17867346,432826,100692223,32332211,1814,18,168290,31596152,19414,23778,290608,4152,16.41,100191
141,17944695,435494,101488448,32474422,1814,18,169411,31747547,19414,23778,290608,4152,10.01,100191
142,18056709,438966,102201769,32685313,1814,18,170712,31951383,19414,23778,290608,4152,14.85,100191
143,18201129,442019,102848907,32953308,1814,18,171778,32212192,19414,23778,290608,4152,19.05,100191
144,18352827,445783,103476179,33232040,1814,18,172920,32476287,19414,23778,290608,4152,19.92,100191
145,18494060,448657,104130858,33488734,1814,18,173986,32724383,19414,23778,290608,4152,18.74,100191
146,18594482,451654,111278909,33674325,1814,18,175363,32909955,19414,23778,290608,4152,13.27,100191
147,18728784,454227,112000406,33928099,1814,18,176502,33158417,19414,23778,290608,4152,18.60,100191
148,18872446,457845,106184687,34183381,1814,18,177624,33398189,19414,23778,290608,4152,17.85,100191
149,19008172,460762,113427107,34423304,1814,18,178819,33619520,19414,23778,290608,4152,16.39,100191
150,19148091,463290,107553946,34668214,1814,18,179875,33845725,19414,23778,290608,4152,16.59,100191
151,19261556,466727,108283652,34866898,1814,18,181190,34034238,19414,23778,290608,4152,13.67,100191
152,19398424,469399,108931627,35122606,1814,18,182359,34282025,19414,23778,290608,4152,18.40,100191
153,19531604,472278,109595820,35368996,1814,18,183528,34519107,19414,23778,290608,4152,17.51,100191
154,19653527,475055,110284356,35595298,1814,18,184708,34738564,19414,23778,290608,4152,16.19,100191
155,19779787,477642,110965085,35828092,1814,18,185838,34963932,19414,23778,290608,4152,16.69,100191
156,19911580,480095,118570086,36062456,1814,18,187037,35185301,19414,23778,290608,4152,16.32,100191
157,20048749,483258,112331497,36298039,1814,18,188302,35407456,19414,23778,290608,4152,16.47,100191
158,20183209,486376,120024489,36536019,1814,18,189575,35631739,19414,23778,290608,4152,16.75,100191
159,20321265,489359,120747088,36775547,1814,18,190765,35856352,19414,23778,290608,4152,16.54,100191
160,20448050,492977,114385972,37001205,1814,18,191873,36073124,19414,23778,290608,4152,15.83,100191
161,20573122,495523,115090560,37219045,1814,18,193288,36280808,19414,23778,290608,4152,14.82,100191
162,20738622,498533,115715043,37500094,1814,18,194712,36539668,19414,23778,290608,4152,18.76,100191
163,20886268,501995,116385269,37748228,1814,18,196073,36767923,19414,23778,290608,4152,16.44,100191
164,21028054,505575,124345048,37988465,1814,18,197445,36993396,19414,23778,290608,4152,16.11,100191
165,21174588,508866,117716869,38242094,1814,18,198963,37228573,19414,23778,290608,4152,16.97,100191
166,21297964,511566,118405049,38468102,1814,18,200173,37446840,19414,23778,290608,4152,16.20,100191
167,21422312,514797,126556013,38694096,1814,18,201522,37669117,19414,23778,290608,4152,16.03,100191
168,21554485,518373,127284800,38926208,1814,18,202896,37889220,19414,23778,290608,4152,16.28,100191
169,21701393,521701,120444989,39181418,1814,18,204135,38129188,19414,23778,290608,4152,17.24,100191
170,21841712,525077,121113280,39427738,1814,18,205452,38359422,19414,23778,290608,4152,17.04,100191
171,21973309,528534,121796441,39657481,1814,18,206647,38576402,19414,23778,290608,4152,16.06,100191
172,22112866,531636,122469965,39900737,1814,18,207927,38805370,19414,23778,290608,4152,16.79,100191
173,22249403,535096,123153386,40137502,1814,18,209170,39028820,19414,23778,290608,4152,16.76,100191
174,22369342,538132,123873889,40346896,1814,18,210487,39228688,19414,23778,290608,4152,14.42,100191
175,22521391,541185,124520763,40615223,1814,18,211744,39475689,19414,23778,290608,4152,18.36,100191
176,22659756,544718,125204245,40858723,1814,18,212975,39699366,19414,23778,290608,4152,16.76,100191
177,22794885,547237,125883103,41099155,1814,18,214419,39924224,19414,23778,290608,4152,16.43,100191
178,22928750,550673,126564900,41334417,1814,18,215653,40148170,19414,23778,290608,4152,16.50,100191
179,23063910,554106,135221010,41575394,1814,18,216937,40376124,19414,23778,290608,4152,16.58,100191
