period,wifi,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
95,21250421,6642221,340536,99270,23912172,74768076,18,19470,24514,123132,1837,290608,4152,16.01
96,21474954,6715016,343838,99270,24076450,75588336,18,19470,24514,124395,1837,290608,4152,15.61
97,21698679,6786356,347147,99270,24252546,76405301,18,19470,24514,125614,1837,290608,4152,15.56
98,21928390,6858656,350655,99270,24406859,77240816,18,19470,24514,126790,1837,290608,4152,15.96
99,22162235,6932004,354739,99270,24559446,78077606,18,19470,24514,128048,1837,290608,4152,15.89
100,22392200,7003690,358198,99270,77151419,78897046,18,19470,24514,129228,1837,290608,4152,15.70
101,22621703,7077134,361560,99270,24893715,79734971,18,19470,24514,130595,1837,290608,4152,15.93
102,22844644,7148488,364990,99270,25065955,80551407,18,19470,24514,131921,1837,290608,4152,15.60
103,23069613,7220395,368568,99270,25233010,81371083,18,19470,24514,133143,1837,290608,4152,15.64
104,23303058,7291804,372613,99270,25392478,82206020,18,19470,24514,134355,1837,290608,4152,15.97
105,23540732,7366559,376562,99270,25523445,83077674,18,19470,24514,135620,1837,290608,4152,16.67
106,23772275,7442013,379721,99270,25673683,83922625,18,19470,24514,136833,1837,290608,4152,16.05
107,24006345,7513442,383329,99270,25821600,84765154,18,19470,24514,137990,1837,290608,4152,16.11
108,24240298,7588893,386807,99270,82931799,85621030,18,19470,24514,139282,1837,290608,4152,16.35
109,24472761,7660323,389744,99270,83651323,86458038,18,19470,24514,140527,1837,290608,4152,16.02
110,24702851,7731627,392392,99270,26276290,87284975,18,19470,24514,141710,1837,290608,4152,15.87
111,24927560,7804091,395871,99270,26440597,88108901,18,19470,24514,142950,1837,290608,4152,15.72
112,25148326,7874597,399492,99270,26633007,88911647,18,19470,24514,144160,1837,290608,4152,15.36
113,25375279,7948689,403080,99270,26804907,89732039,18,19470,24514,145390,1837,290608,4152,15.78
114,25610141,8023312,406683,99270,87287941,90582667,18,19470,24514,146599,1837,290608,4152,16.41
115,25845399,8096374,409865,99270,27102396,91427352,18,19470,24514,147900,1837,290608,4152,16.08
116,26068712,8167252,413661,99270,27280938,92237718,18,19470,24514,149141,1837,290608,4152,15.49
117,26300159,8240512,417323,99270,27437328,93073662,18,19470,24514,150398,1837,290608,4152,15.96
118,26521721,8312226,421278,99270,27627363,93880179,18,19470,24514,151575,1837,290608,4152,15.37
119,26757098,8388204,424374,99270,27767660,94740887,18,19470,24514,152738,1837,290608,4152,16.46
120,26987879,8460134,428516,99270,27928464,95576938,18,19470,24514,153979,1837,290608,4152,16.00
121,27212839,8530598,431438,99270,28102574,96391911,18,19470,24514,155146,1837,290608,4152,15.57
122,27443247,8605081,435287,99270,28252131,97233198,18,19470,24514,156372,1837,290608,4152,16.09
123,27676253,8678167,438725,99270,28406378,98075664,18,19470,24514,157595,1837,290608,4152,16.16
124,27905476,8750867,442262,99270,28576919,98908125,18,19470,24514,158801,1837,290608,4152,15.84
125,28139037,8825191,445809,99270,28700236,99771776,18,19470,24514,160025,1837,290608,4152,16.57
126,28331953,8888935,449126,99270,28992569,100469589,18,19470,24514,161199,1837,290608,4152,13.16
127,28511681,8945166,452735,99270,96808228,101115981,18,19470,24514,162585,1837,290608,4152,12.18
128,28545876,8948019,456201,99270,97769839,101184725,18,19470,24514,164319,1837,290608,4152,0.75
129,28574192,8949686,459584,99270,98737745,101226935,18,19470,24514,166239,1837,290608,4152,0.22
130,28679315,8979905,463278,99270,31901190,101567827,18,19470,24514,167753,1837,290608,4152,6.19
131,28896436,9053234,466836,99270,100347771,102362343,18,19470,24514,168968,1837,290608,4152,15.12
132,29121521,9124178,470495,99270,32272778,103176549,18,19470,24514,170077,1837,290608,4152,15.69
133,29276069,9177107,473780,99270,101877088,103746240,18,19470,24514,171312,1837,290608,4152,10.70
134,29370872,9211865,477129,99270,33344912,104102313,18,19470,24514,172447,1837,290608,4152,6.46
135,29568766,9275082,480324,99270,33612699,104831520,18,19470,24514,173569,1837,290608,4152,13.81
136,29794678,9347867,484408,99270,33774771,105661412,18,19470,24514,174879,1837,290608,4152,15.77
137,30027683,9423978,488518,99270,33909551,106527337,18,19470,24514,176060,1837,290608,4152,16.50
138,30254391,9499381,491666,99270,105687798,107375687,18,19470,24514,177327,1837,290608,4152,16.13
139,30484745,9573474,495119,99270,34186292,108233443,18,19470,24514,178497,1837,290608,4152,16.50
140,30726025,9650791,498589,99270,34298021,109119319,18,19470,24514,179819,1837,290608,4152,17.03
141,30859723,9689720,501975,99270,107955422,109582808,18,19470,24514,181260,1837,290608,4152,8.45
142,31067591,9756146,505398,99270,35074007,110332578,18,19470,24514,182490,1837,290608,4152,14.26
143,31302083,9831713,508748,99270,35202993,111188011,18,19470,24514,183776,1837,290608,4152,16.42
144,31549487,9910644,512194,99270,35293788,112092130,18,19470,24514,184977,1837,290608,4152,17.26
145,31789516,9987182,515701,99270,35393684,112977107,18,19470,24514,186241,1837,290608,4152,17.04
146,32009054,10058137,519632,99270,35578934,113783804,18,19470,24514,187321,1837,290608,4152,15.38
147,32245456,10133345,523248,99270,35703957,114651956,18,19470,24514,188628,1837,290608,4152,16.58
148,32450976,10197367,526664,99270,113031985,115392767,18,19470,24514,189990,1837,290608,4152,14.02
149,32671122,10266488,530504,99270,36147871,116188246,18,19470,24514,191173,1837,290608,4152,15.31
150,32916656,10344341,533651,99270,36239520,117092665,18,19470,24514,192412,1837,290608,4152,17.22
151,33142549,10416858,537121,99270,36394322,117925097,18,19470,24514,193683,1837,290608,4152,15.91
152,33380894,10493971,541006,99270,36509316,118799866,18,19470,24514,194898,1837,290608,4152,16.70
153,33620053,10568380,544091,99270,36617511,119680685,18,19470,24514,196186,1837,290608,4152,16.86
154,33840577,10642892,547460,99270,117334483,120498915,18,19470,24514,197419,1837,290608,4152,15.63
155,34064128,10719218,551300,99270,36942466,121339386,18,19470,24514,198680,1837,290608,4152,15.98
156,34290209,10791641,554213,99270,37102810,122169600,18,19470,24514,199868,1837,290608,4152,15.85
157,34517898,10863157,557413,99270,37269959,122990277,18,19470,24514,201094,1837,290608,4152,15.64
158,34753734,10938364,560745,99270,37379306,123863507,18,19470,24514,202323,1837,290608,4152,16.84
159,34974835,11010646,564360,99270,37552034,124683482,18,19470,24514,203535,1837,290608,4152,15.74
160,35201306,11084568,567923,99270,37713626,125511998,18,19470,24514,204669,1837,290608,4152,15.85
161,35427824,11160352,571658,99270,37859583,126361104,18,19470,24514,205888,1837,290608,4152,16.18
162,35657063,11234323,575260,99270,123109465,127203992,18,19470,24514,207251,1837,290608,4152,16.00
163,35888380,11306121,578395,99270,38164209,128044096,18,19470,24514,208520,1837,290608,4152,16.21
164,36112573,11377398,582077,99270,38340349,128864721,18,19470,24514,209758,1837,290608,4152,15.61
165,36342846,11452345,585195,99270,38478241,129720776,18,19470,24514,211029,1837,290608,4152,16.34
166,36567028,11527028,589291,99270,38642669,130547367,18,19470,24514,212256,1837,290608,4152,15.85
167,36800350,11599904,592610,99270,38781135,131400073,18,19470,24514,213562,1837,290608,4152,16.41
168,37031332,11672799,596208,99270,38934650,132233612,18,19470,24514,214729,1837,290608,4152,16.00
169,37262871,11746227,599619,99270,39094281,133071654,18,19470,24514,216018,1837,290608,4152,15.97
170,37483743,11815053,603293,99270,39303989,133861386,18,19470,24514,217329,1837,290608,4152,14.99
171,37704048,11885782,607140,99270,39466564,134684169,18,19470,24514,218623,1837,290608,4152,15.70
172,37938070,11961314,610552,99270,39602043,135539245,18,19470,24514,219889,1837,290608,4152,16.44
173,38173978,12033524,613739,99270,39763376,136380950,18,19470,24514,221132,1837,290608,4152,16.00
174,38405654,12105830,617298,99270,39931116,137207773,18,19470,24514,222377,1837,290608,4152,15.74
175,38626190,12177414,620668,99270,132527776,138020696,18,19470,24514,223638,1837,290608,4152,15.49
176,38853230,12250658,623890,99270,133260003,138849321,18,19470,24514,224897,1837,290608,4152,15.74
177,39084700,12321881,627291,99270,40442883,139675841,18,19470,24514,226190,1837,290608,4152,15.93
178,39321146,12397001,630217,99270,40581290,140529469,18,19470,24514,227447,1837,290608,4152,16.37
179,39550526,12468215,633994,99270,40751449,141354459,18,19470,24514,228713,1837,290608,4152,15.78
