period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
30,2036625,96827,95769,29118319,3615194,18,15769,13577,28927,4143727,1823,290608,4148,8.38
31,2134552,99842,95769,31616460,3799507,18,15769,13577,29808,4320101,1823,290608,4148,11.69
32,2227165,102692,95769,30625847,3987505,18,15769,13577,30614,4500640,1823,290608,4148,12.39
33,2302906,106002,95769,33243318,4137982,18,15769,13577,31393,4646884,1823,290608,4148,9.92
34,2390953,108924,95769,32220505,4301037,18,15769,13577,32274,4797320,1823,290608,4148,9.86
35,2496370,111478,95769,32963746,4498214,18,15769,13577,33081,4986119,1823,290608,4148,12.36
36,2590644,114490,95769,33731001,4673979,18,15769,13577,33869,5154122,1823,290608,4148,11.08
37,2680189,117560,95769,36416494,4856743,18,15769,13577,34667,5331270,1823,290608,4148,12.00
38,2773141,121044,95769,37214168,5035759,18,15769,13577,35532,5503118,1823,290608,4148,11.47
39,2874691,124034,95769,36004402,5223137,18,15769,13577,36197,5682537,1823,290608,4148,11.73
40,2927113,127219,95769,36866587,5323534,18,15769,13577,37047,5784795,1823,290608,4148,6.28
41,3007234,130339,95769,37634785,5491720,18,15769,13577,37950,5951681,1823,290608,4148,10.95
42,3072100,133545,95769,38470461,5614326,18,15769,13577,38865,6072698,1823,290608,4148,7.63
43,3151285,136669,95769,39273498,5761547,18,15769,13577,39672,6214951,1823,290608,4148,9.15
44,3216310,139790,95769,40107674,5885280,18,15769,13577,40643,6337306,1823,290608,4148,7.62
45,3269650,142923,95769,40953558,5994270,18,15769,13577,41385,6451016,1823,290608,4148,7.09
46,3355557,146042,95769,43932927,6171684,18,15769,13577,42144,6626481,1823,290608,4148,11.67
47,3424814,149290,95769,42536250,6306865,18,15769,13577,43023,6757242,1823,290608,4148,8.51
48,3507237,152067,95769,43333510,6459376,18,15769,13577,43865,6905676,1823,290608,4148,9.30
49,3567591,155083,95769,46468754,6577443,18,15769,13577,44980,7023355,1823,290608,4148,7.30
50,3624381,157798,95769,47334104,6700851,18,15769,13577,45848,7148220,1823,290608,4148,8.17
51,3714991,160739,95769,45779319,6869059,18,15769,13577,46594,7315555,1823,290608,4148,10.80
52,3760578,163683,95769,46661958,6952762,18,15769,13577,47555,7401933,1823,290608,4148,5.38
53,3842224,166407,95769,47436899,7120341,18,15769,13577,48461,7569180,1823,290608,4148,10.78
54,3914521,169384,95769,48231764,7269482,18,15769,13577,49366,7718247,1823,290608,4148,9.69
55,3989730,172364,95769,49042003,7410644,18,15769,13577,50136,7856534,1823,290608,4148,8.82
56,4053149,175544,95769,49875524,7532849,18,15769,13577,51053,7977340,1823,290608,4148,7.64
57,4137960,178386,95769,50665736,7691259,18,15769,13577,51706,8130815,1823,290608,4148,10.06
58,4212163,181109,95769,51486111,7829216,18,15769,13577,52437,8264387,1823,290608,4148,8.23
59,4271707,184238,95769,52331551,7942392,18,15769,13577,53242,8375977,1823,290608,4148,7.11
60,4363837,187361,95769,53107608,8110944,18,15769,13577,54064,8534986,1823,290608,4148,10.36
61,4438212,190578,95769,53917495,8253486,18,15769,13577,54949,8673911,1823,290608,4148,8.96
62,4514982,193490,95769,57403682,8394271,18,15769,13577,55595,8808741,1823,290608,4148,8.74
63,4578195,196083,95769,55571962,8515509,18,15769,13577,56341,8928726,1823,290608,4148,7.56
64,4651035,198990,95769,56365049,8664085,18,15769,13577,57250,9077123,1823,290608,4148,9.57
65,4720345,202101,95769,57195511,8793367,18,15769,13577,58140,9201725,1823,290608,4148,7.88
66,4801012,205211,95769,57990191,8948080,18,15769,13577,59064,9353675,1823,290608,4148,9.70
67,4877120,208741,95769,61611216,9089383,18,15769,13577,59956,9490652,1823,290608,4148,8.68
68,4952363,211645,95769,59614606,9232000,18,15769,13577,60857,9628450,1823,290608,4148,8.65
69,5026295,214768,95769,60427262,9370057,18,15769,13577,61754,9765191,1823,290608,4148,8.65
70,5082345,217408,95769,61290713,9474456,18,15769,13577,62590,9867031,1823,290608,4148,6.49
71,5173525,220518,95769,62054750,9651014,18,15769,13577,63388,10037697,1823,290608,4148,11.08
72,5238974,224242,95769,62891393,9772402,18,15769,13577,64122,10154915,1823,290608,4148,7.53
73,5322229,226925,95769,63681996,9931468,18,15769,13577,64914,10305973,1823,290608,4148,9.71
74,5397947,230021,95769,64490561,10073223,18,15769,13577,65804,10443999,1823,290608,4148,8.71
75,5472066,233136,95769,65298526,10212936,18,15769,13577,66759,10580812,1823,290608,4148,8.65
76,5543625,236253,95769,66118712,10346535,18,15769,13577,67734,10710170,1823,290608,4148,8.23
77,5621059,239292,95769,66923947,10493048,18,15769,13577,68426,10851351,1823,290608,4148,9.08
78,5693642,242070,95769,67731026,10632964,18,15769,13577,69257,10988047,1823,290608,4148,8.64
79,5741865,245173,95769,68596195,10728745,18,15769,13577,70213,11086149,1823,290608,4148,6.02
80,5808471,248290,95769,69413239,10862262,18,15769,13577,70964,11216375,1823,290608,4148,8.49
81,5901483,251475,95769,70170057,11042526,18,15769,13577,71828,11390234,1823,290608,4148,11.43
82,5974119,254646,95769,70982413,11183867,18,15769,13577,72748,11526216,1823,290608,4148,8.84
83,6047905,257509,95769,71794142,11324089,18,15769,13577,73657,11660891,1823,290608,4148,8.58
84,6105749,260345,95769,72642167,11435657,18,15769,13577,74423,11771683,1823,290608,4148,7.01
85,6193696,263458,95769,73417960,11603656,18,15769,13577,75204,11933314,1823,290608,4148,10.54
86,6269971,266483,95769,74223211,11747560,18,15769,13577,76147,12071296,1823,290608,4148,8.89
87,6343985,269466,95769,75036273,11888426,18,15769,13577,76942,12205718,1823,290608,4148,8.65
88,6419523,272420,95769,79297113,12029289,18,15769,13577,77962,12341929,1823,290608,4148,8.76
89,6493078,275402,95769,76664202,12167066,18,15769,13577,78667,12476562,1823,290608,4148,8.54
90,6565708,278500,95769,77475651,12305462,18,15769,13577,79634,12611062,1823,290608,4148,8.56
91,6641362,281602,95769,78282675,12447801,18,15769,13577,80411,12749403,1823,290608,4148,8.85
92,6697973,284702,95769,79125309,12559743,18,15769,13577,81364,12863273,1823,290608,4148,7.05
93,6774541,287356,95769,79919810,12710805,18,15769,13577,82179,13012627,1823,290608,4148,9.80
94,6843024,290449,95769,80739237,12842301,18,15769,13577,83166,13141827,1823,290608,4148,8.20
95,6924865,293965,95769,85206328,12994847,18,15769,13577,83989,13287981,1823,290608,4148,9.52
96,7000448,297197,95769,82351895,13136109,18,15769,13577,84814,13425038,1823,290608,4148,8.71
97,7075313,300668,95769,86880381,13278525,18,15769,13577,85514,13563146,1823,290608,4148,8.84
98,7127464,303401,95769,84031001,13375619,18,15769,13577,86403,13660360,1823,290608,4148,6.08
99,7218730,306694,95769,84804172,13547805,18,15769,13577,87282,13824552,1823,290608,4148,10.80
100,7283923,310058,95769,85633046,13671601,18,15769,13577,88218,13949668,1823,290608,4148,7.67
101,7363378,313162,95769,90257671,13822016,18,15769,13577,89258,14094861,1823,290608,4148,9.46
102,7444089,316246,95769,87228664,13976348,18,15769,13577,90144,14246367,1823,290608,4148,9.49
103,7516030,319537,95769,91927256,14113431,18,15769,13577,91047,14383346,1823,290608,4148,8.65
104,7588755,322648,95769,88846804,14253854,18,15769,13577,92014,14519679,1823,290608,4148,8.65
105,7658801,325930,95769,89665382,14387025,18,15769,13577,92999,14650916,1823,290608,4148,8.33
106,7727377,329227,95769,90485965,14520219,18,15769,13577,93845,14782056,1823,290608,4148,8.60
107,7803871,331961,95769,91288215,14667065,18,15769,13577,94808,14925787,1823,290608,4148,9.01
108,7863868,335256,95769,92125037,14786153,18,15769,13577,95797,15043132,1823,290608,4148,7.66
109,7937358,338006,95769,92935239,14926976,18,15769,13577,96878,15182717,1823,290608,4148,8.64
110,8017183,341096,95769,93728567,15081255,18,15769,13577,97670,15332272,1823,290608,4148,9.53
111,8091840,344382,95769,94543013,15220340,18,15769,13577,98549,15467835,1823,290608,4148,8.65
112,8153702,347690,95769,95375833,15342389,18,15769,13577,99337,15589105,1823,290608,4148,7.65
113,8235710,350960,95769,96171295,15497538,18,15769,13577,100099,15736897,1823,290608,4148,9.64
114,8310045,354233,95769,96975897,15639770,18,15769,13577,100850,15874001,1823,290608,4148,8.65
115,8374168,357515,95769,97806942,15762610,18,15769,13577,101850,15997353,1823,290608,4148,7.69
116,8429217,360615,95769,98667255,15866323,18,15769,13577,102764,16099500,1823,290608,4148,6.45
117,8522959,363922,95769,99424271,16048341,18,15769,13577,103624,16271920,1823,290608,4148,11.43
118,8597533,367298,95769,100234638,16190506,18,15769,13577,104560,16410075,1823,290608,4148,8.88
119,8675348,370567,95769,105416530,16337684,18,15769,13577,105505,16552070,1823,290608,4148,9.04
120,8744568,373720,95769,101856919,16472277,18,15769,13577,106361,16685400,1823,290608,4148,8.41
121,8819626,376996,95769,102660514,16613653,18,15769,13577,107127,16825837,1823,290608,4148,8.99
122,8893804,379325,95769,103473547,16753530,18,15769,13577,108036,16962508,1823,290608,4148,8.58
123,8946661,382193,95769,104328983,16858047,18,15769,13577,109025,17068374,1823,290608,4148,6.68
124,9036248,384613,95769,105101479,17030678,18,15769,13577,109806,17234806,1823,290608,4148,10.82
125,9095063,387925,95769,105941318,17149554,18,15769,13577,110634,17354225,1823,290608,4148,7.42
126,9178601,391086,95769,111323237,17311361,18,15769,13577,111725,17509093,1823,290608,4148,10.03
127,9253586,394088,95769,112161650,17453183,18,15769,13577,112650,17646288,1823,290608,4148,8.84
128,9321322,397196,95769,113011439,17584826,18,15769,13577,113482,17777923,1823,290608,4148,8.20
129,9379074,400270,95769,109207688,17699626,18,15769,13577,114440,17889486,1823,290608,4148,7.13
130,9467547,403644,95769,109982244,17869766,18,15769,13577,115386,18054048,1823,290608,4148,10.69
131,9526955,407100,95769,110824902,17983400,18,15769,13577,116304,18166452,1823,290608,4148,7.02
132,9548133,410554,95769,111755736,18028197,18,15769,13577,117278,18217867,1823,290608,4148,2.80
133,9635493,413731,95769,112526980,18198212,18,15769,13577,118133,18382560,1823,290608,4148,10.86
134,9716999,416663,95769,113309999,18358583,18,15769,13577,119120,18538374,1823,290608,4148,10.07
135,9730578,420022,95769,114266961,18384762,18,15769,13577,120259,18571368,1823,290608,4148,1.58
136,9773406,423401,95769,115142933,18471987,18,15769,13577,121215,18660766,1823,290608,4148,5.47
137,9806868,426800,95769,116043128,18538874,18,15769,13577,122118,18731282,1823,290608,4148,4.18
138,9831697,429707,95769,116970023,18588254,18,15769,13577,123133,18785625,1823,290608,4148,3.06
139,9871750,433062,95769,117858282,18667581,18,15769,13577,124057,18869051,1823,290608,4148,4.85
140,9907468,436448,95769,118755736,18739127,18,15769,13577,124827,18943298,1823,290608,4148,4.56
141,9947467,438841,95769,119646012,18819022,18,15769,13577,126041,19025750,1823,290608,4148,4.84
142,9974102,442058,95769,120566848,18872816,18,15769,13577,126998,19087129,1823,290608,4148,3.41
143,10035785,445609,95769,126457622,18989714,18,15769,13577,127867,19203090,1823,290608,4148,7.41
144,10125051,448761,95769,122185985,19162995,18,15769,13577,128745,19367912,1823,290608,4148,10.77
145,10210986,451879,95769,122953655,19337458,18,15769,13577,129783,19535092,1823,290608,4148,11.28
146,10300511,455012,95769,123715207,19512424,18,15769,13577,130580,19706244,1823,290608,4148,11.16
147,10387788,458456,95769,124489638,19680254,18,15769,13577,131439,19867676,1823,290608,4148,10.63
148,10465233,461163,95769,125274168,19838990,18,15769,13577,132349,20021343,1823,290608,4148,10.23
149,10545899,464350,95769,126067296,19995786,18,15769,13577,133220,20172294,1823,290608,4148,9.71
150,10630858,466994,95769,132153635,20158413,18,15769,13577,134069,20328527,1823,290608,4148,10.14
151,10701649,470314,95769,127662627,20295750,18,15769,13577,135021,20464922,1823,290608,4148,8.71
152,10789676,473597,95769,128436403,20464675,18,15769,13577,135779,20626007,1823,290608,4148,10.75
153,10881357,476905,95769,129208108,20642305,18,15769,13577,136711,20795754,1823,290608,4148,11.29
154,10951385,479349,95769,130032672,20776309,18,15769,13577,137546,20925155,1823,290608,4148,8.45
155,11013058,482697,95769,130865810,20896749,18,15769,13577,138520,21042563,1823,290608,4148,7.54
156,11074480,486215,95769,137190853,21017408,18,15769,13577,139424,21163045,1823,290608,4148,7.70
157,11160605,488763,95769,132468791,21188624,18,15769,13577,140313,21329299,1823,290608,4148,10.80
158,11209878,491742,95769,133333294,21286527,18,15769,13577,141230,21431153,1823,290608,4148,5.97
159,11304911,494773,95769,134088194,21471304,18,15769,13577,141961,21606836,1823,290608,4148,11.76
160,11363066,497940,95769,134932450,21585084,18,15769,13577,142815,21720256,1823,290608,4148,7.09
161,11449493,501340,95769,135698686,21757632,18,15769,13577,143709,21886869,1823,290608,4148,11.09
162,11518946,503865,95769,142210079,21894558,18,15769,13577,144603,22023016,1823,290608,4148,8.50
163,11591302,507127,95769,137322490,22036603,18,15769,13577,145499,22160462,1823,290608,4148,9.07
164,11686510,509848,95769,138079378,22225900,18,15769,13577,146329,22338122,1823,290608,4148,11.77
165,11776201,512690,95769,138849689,22398448,18,15769,13577,147169,22502517,1823,290608,4148,10.77
166,11866288,515716,95769,139614466,22572622,18,15769,13577,147984,22669845,1823,290608,4148,11.05
167,11967292,518990,95769,146226474,22769642,18,15769,13577,148890,22856492,1823,290608,4148,12.59
168,12059077,521825,95769,141117896,22951010,18,15769,13577,149683,23031299,1823,290608,4148,11.67
169,12147027,525171,95769,141891601,23121011,18,15769,13577,150449,23193569,1823,290608,4148,10.63
170,12233509,528621,95769,142673142,23286165,18,15769,13577,151257,23352236,1823,290608,4148,10.41
171,12323347,532235,95769,149438657,23463497,18,15769,13577,152183,23522415,1823,290608,4148,11.20
172,12418043,535539,95769,144209609,23639633,18,15769,13577,152934,23686645,1823,290608,4148,10.93
173,12501911,538587,95769,145000223,23796810,18,15769,13577,153784,23837874,1823,290608,4148,9.77
174,12568625,541956,95769,145825315,23925341,18,15769,13577,154603,23963703,1823,290608,4148,8.06
175,12639596,545338,95769,146641786,24061822,18,15769,13577,155541,24098456,1823,290608,4148,8.48
176,12720328,548671,95769,153577797,24213554,18,15769,13577,156315,24244365,1823,290608,4148,9.42
177,12785404,551132,95769,148270767,24341669,18,15769,13577,157156,24368888,1823,290608,4148,8.03
178,12867963,553802,95769,149067837,24497176,18,15769,13577,157916,24515601,1823,290608,4148,9.55
179,12936028,557433,95769,149890827,24627518,18,15769,13577,158806,24642783,1823,290608,4148,8.12
