period,wifi,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
48,11096173,3373176,175205,99251,14571747,37462733,19,19470,24142,63654,1836,290608,4152,16.46
49,11321990,3446588,178801,99251,14740507,38285814,19,19470,24142,64906,1836,290608,4152,16.17
50,11555739,3522053,182558,99251,14870891,39141546,19,19470,24142,66073,1836,290608,4152,16.73
51,11785224,3596176,185847,99251,15037047,39968567,19,19470,24142,67347,1836,290608,4152,16.17
52,12025415,3675690,189122,99251,15154723,40838698,19,19470,24142,68521,1836,290608,4152,17.22
53,12263977,3753800,192093,99251,15279761,41700911,19,19470,24142,69767,1836,290608,4152,16.92
54,12504405,3830612,195591,99251,15398753,42575152,19,19470,24142,71035,1836,290608,4152,17.18
55,12747218,3908708,199199,99251,15507496,43460777,19,19470,24142,72346,1836,290608,4152,17.43
56,12980851,3983034,202671,99251,15652564,44302682,19,19470,24142,73549,1836,290608,4152,16.48
57,13206538,4056087,206584,99251,15831697,45114687,19,19470,24142,74721,1836,290608,4152,15.98
58,13421982,4126434,210151,99251,16042479,45902053,19,19470,24142,75908,1836,290608,4152,15.39
59,13660778,4203342,213098,99251,16164395,46762231,19,19470,24142,77210,1836,290608,4152,16.87
60,13895840,4281748,216468,99251,47510947,47621070,19,19470,24142,78502,1836,290608,4152,16.81
61,14116155,4354039,219894,99251,16490892,48416474,19,19470,24142,79843,1836,290608,4152,15.60
62,14353425,4428785,223507,99251,16624061,49279055,19,19470,24142,81150,1836,290608,4152,16.93
63,14590865,4506550,227126,99251,16748621,50139439,19,19470,24142,82339,1836,290608,4152,16.94
64,14831609,4583775,230750,99251,16880681,51000151,19,19470,24142,83638,1836,290608,4152,16.80
65,15066691,4658269,234396,99251,17026674,51843839,19,19470,24142,85009,1836,290608,4152,16.57
66,15307022,4734455,237430,99251,17158691,52704089,19,19470,24142,86266,1836,290608,4152,16.85
67,15545592,4811763,241148,99251,17290260,53562483,19,19470,24142,87617,1836,290608,4152,16.77
68,15776031,4886615,244370,99251,17441386,54403013,19,19470,24142,88903,1836,290608,4152,16.48
69,16019601,4965065,248325,99251,17560197,55280189,19,19470,24142,90233,1836,290608,4152,17.21
70,16252671,5040974,251520,99251,17707948,56129758,19,19470,24142,91432,1836,290608,4152,16.57
71,16493111,5115543,255475,99251,17837670,56991123,19,19470,24142,92704,1836,290608,4152,16.91
72,16722618,5190233,258920,99251,18002376,57819295,19,19470,24142,93853,1836,290608,4152,16.27
73,16954792,5266232,262260,99251,18164144,58649956,19,19470,24142,95102,1836,290608,4152,16.18
74,17189936,5342131,265903,99251,18297105,59504800,19,19470,24142,96345,1836,290608,4152,16.76
75,17419658,5416674,268956,99251,18458859,60336422,19,19470,24142,97595,1836,290608,4152,16.33
76,17648493,5491413,272496,99251,18628557,61164652,19,19470,24142,98812,1836,290608,4152,16.17
77,17880530,5567709,276325,99251,18779107,62006704,19,19470,24142,100133,1836,290608,4152,16.59
78,18108963,5641782,279485,99251,18949671,62831667,19,19470,24142,101410,1836,290608,4152,16.12
79,18342201,5720316,283445,99251,19080712,63688292,19,19470,24142,102695,1836,290608,4152,16.75
80,18567849,5796212,286227,99251,19242702,64511780,19,19470,24142,103827,1836,290608,4152,16.23
81,18795231,5867727,289963,99251,19431937,65323673,19,19470,24142,105071,1836,290608,4152,15.90
82,19023414,5941658,294183,99251,19612718,66139808,19,19470,24142,106300,1836,290608,4152,15.94
83,19261420,6015988,297743,99251,19758268,66986478,19,19470,24142,107503,1836,290608,4152,16.61
84,19489402,6087753,300485,99251,19920284,67806301,19,19470,24142,108735,1836,290608,4152,15.99
85,19715845,6164141,304115,99251,20082005,68638004,19,19470,24142,109984,1836,290608,4152,16.21
86,19947828,6238341,307543,99251,66159958,69480656,19,19470,24142,111198,1836,290608,4152,16.43
87,20176288,6313153,310643,99251,66880796,70309052,19,19470,24142,112513,1836,290608,4152,16.15
88,20418780,6391284,314046,99251,20501253,71193818,19,19470,24142,113754,1836,290608,4152,17.30
89,20610489,6451354,317317,99251,68355202,71874247,19,19470,24142,115059,1836,290608,4152,13.13
90,20836789,6523431,320985,99251,20999538,72678549,19,19470,24142,116196,1836,290608,4152,15.79
91,21074487,6599502,324250,99251,21134345,73538332,19,19470,24142,117334,1836,290608,4152,16.89
92,21311128,6676130,328178,99251,21272519,74390645,19,19470,24142,118495,1836,290608,4152,16.77
93,21549777,6752304,331975,99251,21413188,75247480,19,19470,24142,119667,1836,290608,4152,16.77
94,21775705,6827129,334976,99251,21585230,76067008,19,19470,24142,120763,1836,290608,4152,16.12
95,22003457,6900915,338349,99251,21743868,76890692,19,19470,24142,121851,1836,290608,4152,16.15
96,22230556,6973835,341965,99251,21925513,77699191,19,19470,24142,123083,1836,290608,4152,15.85
97,22470804,7051517,345440,99251,74091942,78565781,19,19470,24142,124380,1836,290608,4152,16.97
98,22705345,7126409,348873,99251,22186087,79417349,19,19470,24142,125636,1836,290608,4152,16.80
99,22933506,7201655,352285,99251,22347244,80243695,19,19470,24142,126906,1836,290608,4152,16.17
100,23162853,7276177,355895,99251,22509286,81068504,19,19470,24142,128069,1836,290608,4152,16.36
101,23395097,7351136,358652,99251,22660456,81903211,19,19470,24142,129252,1836,290608,4152,16.53
102,23619477,7423840,362268,99251,22855821,82700053,19,19470,24142,130540,1836,290608,4152,15.77
103,23847416,7496771,365485,99251,23033902,83513401,19,19470,24142,131813,1836,290608,4152,16.08
104,24084626,7572974,368910,99251,23174566,84360460,19,19470,24142,132909,1836,290608,4152,16.72
105,24318932,7650645,372651,99251,23310784,85222291,19,19470,24142,134134,1836,290608,4152,17.03
106,24554804,7727340,376502,99251,23460583,86061238,19,19470,24142,135378,1836,290608,4152,16.59
107,24779866,7799515,379787,99251,23636324,86879844,19,19470,24142,136538,1836,290608,4152,16.15
108,25011214,7873747,383421,99251,23781736,87718559,19,19470,24142,137674,1836,290608,4152,16.65
109,25239503,7949523,386789,99251,82693807,88539471,19,19470,24142,138862,1836,290608,4152,16.09
110,25467340,8027367,390047,99251,24108987,89373986,19,19470,24142,140068,1836,290608,4152,16.55
111,25709179,8105962,393258,99251,24227657,90252231,19,19470,24142,141305,1836,290608,4152,17.33
112,25945950,8181720,395940,99251,24350322,91113608,19,19470,24142,142640,1836,290608,4152,16.97
113,26184040,8260065,399620,99251,24466104,91984277,19,19470,24142,143850,1836,290608,4152,17.06
114,26421866,8336953,403092,99251,24592106,92851782,19,19470,24142,145146,1836,290608,4152,16.97
115,26657965,8412521,406919,99251,86989470,93703059,19,19470,24142,146379,1836,290608,4152,16.55
116,26897775,8488374,410156,99251,24849062,94574778,19,19470,24142,147592,1836,290608,4152,17.17
117,27133736,8565895,413970,99251,24977283,95435396,19,19470,24142,148900,1836,290608,4152,16.92
118,27370115,8641896,417099,99251,25122015,96287762,19,19470,24142,150180,1836,290608,4152,16.72
119,27606828,8718091,420757,99251,89840338,97143599,19,19470,24142,151391,1836,290608,4152,16.72
120,27840669,8792498,424340,99251,25406248,97991626,19,19470,24142,152637,1836,290608,4152,16.67
121,28076118,8868198,427958,99251,25549887,98837618,19,19470,24142,153972,1836,290608,4152,16.53
122,28305159,8944572,431503,99251,25705097,99668964,19,19470,24142,155222,1836,290608,4152,16.28
123,28548125,9021111,435278,99251,25823371,100545070,19,19470,24142,156452,1836,290608,4152,17.15
124,28784627,9097861,439038,99251,25964455,101400934,19,19470,24142,157607,1836,290608,4152,16.70
125,29014149,9174589,442599,99251,26107745,102248418,19,19470,24142,158774,1836,290608,4152,16.68
126,29251368,9253495,446135,99251,26226334,103119213,19,19470,24142,159977,1836,290608,4152,17.12
127,29482587,9325278,449480,99251,26385231,103949025,19,19470,24142,161192,1836,290608,4152,16.20
128,29717921,9401341,452768,99251,26524651,104788829,19,19470,24142,162440,1836,290608,4152,16.72
129,29953854,9478813,456236,99251,26659880,105644457,19,19470,24142,163695,1836,290608,4152,16.88
130,30197654,9555509,460187,99251,26772717,106525044,19,19470,24142,164900,1836,290608,4152,17.32
131,30436195,9633928,463417,99251,26890686,107391150,19,19470,24142,166075,1836,290608,4152,17.17
132,30678179,9712197,467131,99251,27011700,108264447,19,19470,24142,167354,1836,290608,4152,17.18
133,30914932,9790083,470590,99251,27145119,109119898,19,19470,24142,168605,1836,290608,4152,16.87
134,31145602,9863619,474084,99251,27308136,109939564,19,19470,24142,169780,1836,290608,4152,16.15
135,31380957,9941274,477810,99251,27447952,110795218,19,19470,24142,171006,1836,290608,4152,16.74
136,31426638,9949472,481081,99251,102193004,110911160,19,19470,24142,172489,1836,290608,4152,1.94
137,31538387,9984124,484767,99251,28976076,111275214,19,19470,24142,173989,1836,290608,4152,7.11
138,31781131,10059990,488466,99251,29097231,112140688,19,19470,24142,175137,1836,290608,4152,17.04
139,32015672,10135479,492196,99251,29242444,112990947,19,19470,24142,176359,1836,290608,4152,16.64
140,32256145,10214709,495770,99251,29344564,113881167,19,19470,24142,177540,1836,290608,4152,17.51
141,32492170,10291644,499438,99251,29479879,114734922,19,19470,24142,178811,1836,290608,4152,16.72
142,32731225,10368692,503164,99251,29615124,115595252,19,19470,24142,180182,1836,290608,4152,16.85
143,32958953,10441736,506270,99251,29788608,116418654,19,19470,24142,181401,1836,290608,4152,16.18
144,33193531,10518952,509940,99251,29926088,117275245,19,19470,24142,182753,1836,290608,4152,16.72
145,33423923,10595188,513849,99251,30089095,118108762,19,19470,24142,184044,1836,290608,4152,16.31
146,33658296,10668739,517406,99251,30231467,118956694,19,19470,24142,185236,1836,290608,4152,16.62
147,33892942,10745853,520726,99251,30371563,119806077,19,19470,24142,186493,1836,290608,4152,16.66
148,34127429,10821805,524170,99251,110897034,120652399,19,19470,24142,187753,1836,290608,4152,16.57
149,34359630,10896760,527607,99251,30662697,121490090,19,19470,24142,189042,1836,290608,4152,16.56
150,34593021,10973146,531608,99251,30811262,122335759,19,19470,24142,190238,1836,290608,4152,16.57
151,34823179,11046942,534954,99251,30980306,123158062,19,19470,24142,191436,1836,290608,4152,16.23
152,35065429,11123988,539091,99251,31115942,124022532,19,19470,24142,192793,1836,290608,4152,17.06
153,35297307,11197518,542370,99251,31285682,124844050,19,19470,24142,194060,1836,290608,4152,16.13
154,35522792,11270686,545421,99251,31454896,125664851,19,19470,24142,195216,1836,290608,4152,16.10
155,35760182,11346270,548894,99251,31592171,126516679,19,19470,24142,196534,1836,290608,4152,16.58
156,35997613,11422793,552540,99251,31735202,127372154,19,19470,24142,197730,1836,290608,4152,16.65
157,36228843,11496194,556530,99251,31903082,128204942,19,19470,24142,198839,1836,290608,4152,16.23
158,36462252,11570826,559529,99251,118088497,129044693,19,19470,24142,200029,1836,290608,4152,16.33
159,36689418,11643138,562524,99251,32230283,129857559,19,19470,24142,201187,1836,290608,4152,15.90
160,36913525,11715110,566520,99251,32426239,130653560,19,19470,24142,202327,1836,290608,4152,15.43
161,37141193,11788147,569947,99251,120275880,131479979,19,19470,24142,203507,1836,290608,4152,16.08
162,37377842,11864193,573817,99251,120986135,132334516,19,19470,24142,204607,1836,290608,4152,16.62
163,37607623,11936993,576689,99251,32889164,133154433,19,19470,24142,205695,1836,290608,4152,16.02
164,37841048,12011227,580843,99251,33052632,133984569,19,19470,24142,206829,1836,290608,4152,16.14
165,38074265,12084401,584203,99251,33201390,134827580,19,19470,24142,208024,1836,290608,4152,16.53
166,38315039,12159149,587370,99251,33324302,135693578,19,19470,24142,209082,1836,290608,4152,16.76
167,38553665,12234313,591015,99251,33458524,136544262,19,19470,24142,210268,1836,290608,4152,16.64
168,38794890,12311761,594430,99251,125292468,137420988,19,19470,24142,211486,1836,290608,4152,17.07
169,39027315,12385903,597621,99251,33724574,138260015,19,19470,24142,212621,1836,290608,4152,16.39
170,39263036,12459350,601400,99251,33857123,139113724,19,19470,24142,213705,1836,290608,4152,16.66
171,39493530,12534519,604618,99251,34016795,139944995,19,19470,24142,214812,1836,290608,4152,16.26
172,39728587,12609655,608412,99251,34175232,140791537,19,19470,24142,216065,1836,290608,4152,16.44
173,39966505,12686574,611820,99251,34304822,141653107,19,19470,24142,217338,1836,290608,4152,16.79
174,40193988,12759480,615223,99251,34467921,142477547,19,19470,24142,218547,1836,290608,4152,16.10
175,40429288,12834277,618599,99251,34619921,143319113,19,19470,24142,219689,1836,290608,4152,16.41
176,40662765,12907407,622202,99251,34776005,144157503,19,19470,24142,220888,1836,290608,4152,16.41
177,40901402,12983324,626223,99251,34918765,145014394,19,19470,24142,222047,1836,290608,4152,16.66
178,41129733,13056743,629219,99251,35089967,145838977,19,19470,24142,223240,1836,290608,4152,16.13
179,41320324,13121202,632671,99251,35378692,146541148,19,19470,24142,224329,1836,290608,4152,13.75
