period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
141,16069493,553442,102990287,35335731,18,19531,24536,168590,33173202,1888,206992,4152,19.36
142,16196504,556685,103665787,35584592,18,19531,24536,169769,33427955,1888,206992,4152,18.16
143,16334031,560229,104908663,35869716,18,19531,24536,170880,33703520,1888,206992,4152,19.52
144,16450529,563492,105015061,36105669,18,19531,24536,172040,33936666,1888,206992,4152,16.63
145,16556208,566421,105749955,36310867,18,19531,24536,173167,34146995,1888,206992,4152,14.59
146,16682722,569829,106424891,36564310,18,19531,24536,174171,34401986,1888,206992,4152,18.30
147,16802582,572919,107786248,36804880,18,19531,24536,175376,34645385,1888,206992,4152,16.94
148,16922045,576263,107824752,37049162,18,19531,24536,176436,34875511,1888,206992,4152,16.43
149,17019585,579703,108574138,37244500,18,19531,24536,177466,35071904,1888,206992,4152,13.65
150,17156815,583981,109225891,37500686,18,19531,24536,178536,35343004,1888,206992,4152,19.52
151,17273492,586444,109928853,37744203,18,19531,24536,179656,35576626,1888,206992,4152,16.46
152,17387363,589906,110635342,37980985,18,19531,24536,180722,35808328,1888,206992,4152,16.19
153,17482189,593363,111388806,38184557,18,19531,24536,181857,35999748,1888,206992,4152,13.32
154,17610586,596822,112049515,38447842,18,19531,24536,183046,36259513,1888,206992,4152,18.37
155,17739685,599316,112730696,38695607,18,19531,24536,184042,36512454,1888,206992,4152,17.94
156,17858201,602590,113431634,38937033,18,19531,24536,184998,36747300,1888,206992,4152,16.72
157,17947902,606047,114199635,39132241,18,19531,24536,186178,36929591,1888,206992,4152,12.58
158,17949166,609516,115166598,39171333,18,19531,24536,187624,36957409,1888,206992,4152,0.54
159,18095273,612900,115797597,39456175,18,19531,24536,188934,37244167,1888,206992,4152,20.59
160,18265063,615532,116366616,39787963,18,19531,24536,190278,37581670,1888,206992,4152,24.45
161,18389847,619478,117049177,40063353,18,19531,24536,191280,37834202,1888,206992,4152,17.89
162,18527833,622953,117696392,40336811,18,19531,24536,192486,38109432,1888,206992,4152,19.84
163,18665856,626245,118350002,40602926,18,19531,24536,193558,38381985,1888,206992,4152,19.66
164,18783522,628905,119052881,40867044,18,19531,24536,194519,38618378,1888,206992,4152,16.39
165,18878100,631574,119810322,41066900,18,19531,24536,195599,38808268,1888,206992,4152,13.30
166,19018560,635314,121325896,41334146,18,19531,24536,196727,39083359,1888,206992,4152,19.94
167,19139866,638401,121163192,41572687,18,19531,24536,197871,39323851,1888,206992,4152,16.73
168,19255020,641840,121871751,41786807,18,19531,24536,198928,39550352,1888,206992,4152,16.18
169,19349801,645301,122631604,41974135,18,19531,24536,200019,39738727,1888,206992,4152,13.14
170,19493022,648756,123271132,42265783,18,19531,24536,201132,40022272,1888,206992,4152,20.31
171,19608835,651744,124918512,42489822,18,19531,24536,202281,40251203,1888,206992,4152,16.18
172,19726366,655064,124683898,42712713,18,19531,24536,203450,40484777,1888,206992,4152,16.56
173,19812650,658535,125453894,42902386,18,19531,24536,204702,40663382,1888,206992,4152,12.22
174,19959784,661736,126076281,43185308,18,19531,24536,206042,40955719,1888,206992,4152,20.85
175,20075459,665195,126785153,43415105,18,19531,24536,207062,41184299,1888,206992,4152,16.19
176,20194256,668747,128508657,43650211,18,19531,24536,208075,41421983,1888,206992,4152,16.97
177,20272844,671753,128273547,43834257,18,19531,24536,209464,41587293,1888,206992,4152,10.92
178,20389771,675252,128973189,44057993,18,19531,24536,210756,41819400,1888,206992,4152,16.31
179,20547496,680391,129577173,44353966,18,19531,24536,211982,42130164,1888,206992,4152,22.36
