period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
133,7542732,510601,115019514,21234434,18,19531,13598,205213,17628560,1888,206992,4152,8.70
134,7568501,514216,115937209,21339275,18,19531,13598,206989,17694878,1888,206992,4152,3.33
135,7646599,517191,116727273,21500467,18,19531,13598,208537,17862451,1888,206992,4152,11.34
136,7675054,520926,117641793,21648685,18,19531,13598,210002,17932716,1888,206992,4152,3.86
137,7741042,523960,118460009,21808803,18,19531,13598,211651,18078312,1888,206992,4152,9.29
138,7831304,526586,119212524,22002336,18,19531,13598,213129,18273560,1888,206992,4152,13.37
139,7832781,529801,120183744,22091975,18,19531,13598,215085,18298215,1888,206992,4152,0.19
140,7960766,533199,120855245,22333796,18,19531,13598,216415,18551862,1888,206992,4152,17.97
141,7972233,544061,121794858,22427772,18,19531,13598,218229,18601372,1888,206992,4152,2.01
142,8040033,546856,122612844,22609665,18,19531,13598,219863,18742943,1888,206992,4152,9.19
143,8113684,550107,123409959,22758144,18,19531,13598,221518,18904151,1888,206992,4152,10.79
144,8115198,553604,124380062,22857850,18,19531,13598,223220,18928536,1888,206992,4152,0.20
145,8252844,558864,125027389,23115596,18,19531,13598,224658,19197466,1888,206992,4152,19.05
146,8273077,562360,124363024,23189390,18,19531,13598,226267,19261279,1888,206992,4152,3.16
147,8372137,573786,126728794,23433563,18,19531,13598,227642,19459515,1888,206992,4152,13.69
148,8383419,577259,127673337,23525482,18,19531,13598,229450,19505405,1888,206992,4152,1.92
149,8426017,580146,126860322,23671934,18,19531,13598,231005,19601539,1888,206992,4152,5.58
150,8532778,583025,129272498,23921211,18,19531,13598,232636,19821636,1888,206992,4152,15.45
151,8572070,586532,128403297,24072177,18,19531,13598,234209,19912033,1888,206992,4152,5.15
152,8637927,594994,130978261,24255421,18,19531,13598,235791,20058947,1888,206992,4152,9.61
153,8692226,603948,131838117,24371084,18,19531,13598,237288,20180273,1888,206992,4152,7.64
154,8734059,607545,132721539,24528769,18,19531,13598,238996,20272853,1888,206992,4152,5.49
155,8835057,611757,133457133,24748299,18,19531,13598,240298,20484142,1888,206992,4152,14.59
156,8881589,615238,134321437,24873596,18,19531,13598,241865,20592153,1888,206992,4152,6.60
157,8923745,619190,135206006,25038231,18,19531,13598,243359,20686592,1888,206992,4152,5.75
158,9012722,628017,135976773,25228859,18,19531,13598,245037,20877381,1888,206992,4152,13.11
159,9014261,631506,136949101,25254298,18,19531,13598,246523,20899303,1888,206992,4152,0.20
160,9137620,634909,137635765,25517690,18,19531,13598,247879,21142510,1888,206992,4152,16.92
161,9149651,642658,138579113,25604121,18,19531,13598,249501,21190068,1888,206992,4152,2.08
162,9249911,646045,139324266,25817765,18,19531,13598,250888,21387386,1888,206992,4152,13.67
163,9261834,649530,140263644,25907575,18,19531,13598,252461,21436197,1888,206992,4152,1.78
164,9365759,653071,140995614,26099421,18,19531,13598,253772,21648284,1888,206992,4152,14.84
165,9375692,656563,141952126,26158540,18,19531,13598,255399,21683955,1888,206992,4152,1.16
166,9468562,659685,142698562,26360496,18,19531,13598,256710,21881103,1888,206992,4152,13.57
167,9517807,663172,143560499,26484288,18,19531,13598,258237,21987703,1888,206992,4152,6.55
168,9572730,665707,144401451,26597465,18,19531,13598,259770,22113067,1888,206992,4152,8.05
169,9578689,669289,143431796,26694346,18,19531,13598,261447,22144252,1888,206992,4152,0.70
170,9721673,672287,146012683,26970134,18,19531,13598,262776,22415868,1888,206992,4152,19.58
171,9725936,675781,146973264,27042769,18,19531,13598,264130,22449461,1888,206992,4152,1.02
172,9842000,679119,147681155,27268004,18,19531,13598,265508,22677888,1888,206992,4152,16.06
173,9861129,682626,148605268,27365548,18,19531,13598,267326,22740529,1888,206992,4152,2.84
174,9937084,685604,149399453,27520915,18,19531,13598,268858,22904186,1888,206992,4152,10.67
175,9997547,688807,150224662,27675664,18,19531,13598,270465,23041345,1888,206992,4152,8.57
176,10067106,691991,151033022,27838647,18,19531,13598,272054,23191510,1888,206992,4152,9.67
177,10137149,695383,151838153,27980144,18,19531,13598,273488,23344802,1888,206992,4152,9.89
178,10190652,698982,152683064,28120897,18,19531,13598,275024,23469829,1888,206992,4152,7.75
179,10248134,702220,153514444,28265456,18,19531,13598,276475,23602569,1888,206992,4152,8.44
