period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
76,5766654,272119,18504189,60901761,18,19469,24380,95349,17034863,1843,290608,4152,15.03
77,5841668,275524,18751443,61642637,18,19469,24380,96501,17227664,1843,290608,4152,14.59
78,5919333,278463,19017484,62359490,18,19469,24380,97651,17415121,1843,290608,4152,14.07
79,5996867,281629,61183348,63082723,18,19469,24380,98815,17602734,1843,290608,4152,14.26
80,6074104,285150,19576728,63765514,18,19469,24380,99940,17783031,1843,290608,4152,13.36
81,6151907,289119,19827340,64513648,18,19469,24380,101124,17975409,1843,290608,4152,14.63
82,6221367,292379,20116338,65222559,18,19469,24380,102277,18162724,1843,290608,4152,13.91
83,6298119,295952,64215277,65980040,18,19469,24380,103404,18361648,1843,290608,4152,14.76
84,6370951,299632,20595889,66729746,18,19469,24380,104425,18559561,1843,290608,4152,14.87
85,6446457,302863,20842421,67477053,18,19469,24380,105610,18754584,1843,290608,4152,14.59
86,6523448,306256,21066203,68246819,18,19469,24380,106875,18955185,1843,290608,4152,15.07
87,6598094,309736,21301985,69007993,18,19469,24380,108010,19151048,1843,290608,4152,14.94
88,6672451,313349,21590100,69705126,18,19469,24380,109134,19332899,1843,290608,4152,13.73
89,6750828,317109,21785481,70502008,18,19469,24380,110359,19542117,1843,290608,4152,15.78
90,6829943,320609,21980512,71297217,18,19469,24380,111672,19753763,1843,290608,4152,15.66
91,6907525,324047,70175520,72083311,18,19469,24380,112730,19959460,1843,290608,4152,15.50
92,6985089,326673,70910835,72862467,18,19469,24380,113894,20163391,1843,290608,4152,15.48
93,7058879,329867,22622878,73622435,18,19469,24380,115049,20365989,1843,290608,4152,15.04
94,7135846,333758,22845043,74394013,18,19469,24380,116291,20568762,1843,290608,4152,15.20
95,7213645,337326,23045342,75189462,18,19469,24380,117499,20774339,1843,290608,4152,15.76
96,7293093,341093,23254995,75971249,18,19469,24380,118740,20976937,1843,290608,4152,15.38
97,7368837,344499,23463345,76753881,18,19469,24380,119901,21179448,1843,290608,4152,15.41
98,7444949,347866,23662888,77542163,18,19469,24380,121017,21387071,1843,290608,4152,15.50
99,7519599,351466,23903052,78283825,18,19469,24380,122133,21586759,1843,290608,4152,14.75
100,7590023,354409,24152865,79023503,18,19469,24380,123342,21783378,1843,290608,4152,14.62
101,7669280,357907,77586616,79829405,18,19469,24380,124538,21997564,1843,290608,4152,15.98
102,7747056,361324,24488993,80658746,18,19469,24380,125704,22218409,1843,290608,4152,16.55
103,7819456,364769,24785289,81351808,18,19469,24380,126752,22400314,1843,290608,4152,13.65
104,7894033,368200,25033026,82097136,18,19469,24380,127995,22594859,1843,290608,4152,14.73
105,7971543,371521,80565124,82838007,18,19469,24380,129222,22786331,1843,290608,4152,14.55
106,8041868,374940,81335536,83497706,18,19469,24380,130424,22960012,1843,290608,4152,13.02
107,8117881,377870,25857690,84236859,18,19469,24380,131677,23151489,1843,290608,4152,14.62
108,8192576,381557,26133796,84956204,18,19469,24380,132808,23338966,1843,290608,4152,14.20
109,8266169,384897,83611289,85676379,18,19469,24380,133900,23523893,1843,290608,4152,14.13
110,8338951,388183,26687503,86379616,18,19469,24380,135070,23708517,1843,290608,4152,13.91
111,8416952,391863,26866602,87191334,18,19469,24380,136167,23917325,1843,290608,4152,16.10
112,8493255,395194,27037702,88011076,18,19469,24380,137256,24133099,1843,290608,4152,16.24
113,8568881,398563,27199151,88838624,18,19469,24380,138319,24356968,1843,290608,4152,16.42
114,8643457,402611,27379831,89652453,18,19469,24380,139417,24578737,1843,290608,4152,16.12
115,8717283,405769,88010074,90464933,18,19469,24380,140522,24799568,1843,290608,4152,16.03
116,8781829,408490,88769344,91175549,18,19469,24380,141674,24996264,1843,290608,4152,14.18
117,8785130,412457,28789574,91226357,18,19469,24380,143185,25029118,1843,290608,4152,0.94
118,8822810,415329,29385662,91619545,18,19469,24380,144429,25146181,1843,290608,4152,7.80
119,8898125,419134,29561712,92431257,18,19469,24380,145531,25368866,1843,290608,4152,16.07
120,8974131,422974,29729093,93259796,18,19469,24380,146716,25597131,1843,290608,4152,16.47
121,9050778,426253,92761555,94086133,18,19469,24380,147822,25826809,1843,290608,4152,16.34
122,9127731,428854,30058103,94914050,18,19469,24380,148882,26053257,1843,290608,4152,16.51
123,9202795,432554,30216979,95739961,18,19469,24380,150056,26283085,1843,290608,4152,16.47
124,9276731,435859,94927482,96539374,18,19469,24380,151245,26505749,1843,290608,4152,15.82
125,9352588,439278,30550239,97379928,18,19469,24380,152409,26739453,1843,290608,4152,16.72
126,9427737,442409,30689777,98221470,18,19469,24380,153534,26974685,1843,290608,4152,16.75
127,9503793,445834,97067978,99057625,18,19469,24380,154711,27207184,1843,290608,4152,16.53
128,9577690,449429,31008472,99879546,18,19469,24380,155782,27436876,1843,290608,4152,16.42
129,9651815,452839,31143035,100728541,18,19469,24380,156891,27673653,1843,290608,4152,16.96
130,9729642,456614,31280889,101583027,18,19469,24380,157949,27911651,1843,290608,4152,16.93
131,9806269,459574,31480639,102370653,18,19469,24380,158979,28121123,1843,290608,4152,15.60
132,9884612,463376,31642221,103196797,18,19469,24380,160132,28341621,1843,290608,4152,16.37
133,9961592,466859,31794942,104042850,18,19469,24380,161314,28572954,1843,290608,4152,16.79
134,10039448,470611,31933549,104901442,18,19469,24380,162481,28805660,1843,290608,4152,17.06
135,10117032,473850,102813375,105767987,18,19469,24380,163424,29043630,1843,290608,4152,17.22
136,10192596,476887,32207899,106606371,18,19469,24380,164483,29276566,1843,290608,4152,16.65
137,10270440,480429,32321829,107487022,18,19469,24380,165443,29518829,1843,290608,4152,17.52
138,10345955,483943,32458793,108336845,18,19469,24380,166537,29753679,1843,290608,4152,16.93
139,10420700,487588,105671490,109182179,18,19469,24380,167596,29987990,1843,290608,4152,16.76
140,10496177,490678,32729196,110051010,18,19469,24380,168607,30231036,1843,290608,4152,17.33
141,10571688,494322,32878838,110892630,18,19469,24380,169644,30460319,1843,290608,4152,16.70
142,10619209,497661,107946082,111382622,18,19469,24380,170719,30587191,1843,290608,4152,9.67
143,10622012,501052,108917130,111425325,18,19469,24380,172061,30612158,1843,290608,4152,0.81
144,10644869,505007,35134560,111636921,18,19469,24380,173042,30679376,1843,290608,4152,4.19
145,10670509,508150,110748841,111888460,18,19469,24380,174081,30754206,1843,290608,4152,4.87
146,10671613,511369,111723966,111910940,18,19469,24380,175655,30776224,1843,290608,4152,0.38
147,10688092,514764,37740758,112042919,18,19469,24380,176761,30824326,1843,290608,4152,2.59
148,10693910,518469,113626915,112109645,18,19469,24380,178270,30854902,1843,290608,4152,1.18
149,10694956,521794,114607668,112118541,18,19469,24380,179712,30872660,1843,290608,4152,0.13
150,10713089,525639,40491244,112297918,18,19469,24380,181230,30936279,1843,290608,4152,3.56
151,10733623,528968,116458176,112478192,18,19469,24380,182425,30993069,1843,290608,4152,3.48
152,10801804,532828,41533967,113242969,18,19469,24380,183383,31206476,1843,290608,4152,15.34
153,10879563,536455,41641050,114129389,18,19469,24380,184400,31451415,1843,290608,4152,17.63
154,10958256,539857,118610941,114993241,18,19469,24380,185452,31688550,1843,290608,4152,17.05
155,11031745,543272,41926362,115818068,18,19469,24380,186352,31919007,1843,290608,4152,16.48
156,11107632,546657,42051245,116680409,18,19469,24380,187501,32157253,1843,290608,4152,17.23
157,11185043,550633,42173888,117555083,18,19469,24380,188546,32399159,1843,290608,4152,17.34
158,11260464,553877,42308825,118409304,18,19469,24380,189583,32639032,1843,290608,4152,17.02
159,11337934,557402,42435592,119273498,18,19469,24380,190717,32879888,1843,290608,4152,17.19
160,11412123,560680,42588777,120113797,18,19469,24380,191795,33114738,1843,290608,4152,16.72
161,11489610,564262,42720193,120972046,18,19469,24380,192825,33351794,1843,290608,4152,17.12
162,11568199,568277,42832048,121858160,18,19469,24380,193975,33594850,1843,290608,4152,17.59
163,11646231,571550,125031314,122728430,18,19469,24380,195067,33836777,1843,290608,4152,17.26
164,11721521,574094,43079470,123588021,18,19469,24380,196178,34076823,1843,290608,4152,17.17
165,11798951,577658,126449365,124455544,18,19469,24380,197242,34318219,1843,290608,4152,17.23
166,11876152,581479,127163417,125302552,18,19469,24380,198389,34549989,1843,290608,4152,16.77
167,11953047,584394,43460101,126171097,18,19469,24380,199458,34786047,1843,290608,4152,17.20
168,12029205,588187,43595987,127025365,18,19469,24380,200562,35022805,1843,290608,4152,16.88
169,12105547,591961,43734580,127882233,18,19469,24380,201671,35259774,1843,290608,4152,16.88
170,12183081,595099,130023798,128751159,18,19469,24380,202747,35497448,1843,290608,4152,17.10
171,12261169,598288,43988797,129605823,18,19469,24380,203795,35730728,1843,290608,4152,16.97
172,12335251,601843,44134988,130445137,18,19469,24380,204913,35958724,1843,290608,4152,16.60
173,12411942,605315,44254663,131314436,18,19469,24380,206085,36199016,1843,290608,4152,17.20
174,12489109,608901,44376527,132184822,18,19469,24380,207193,36437310,1843,290608,4152,17.16
175,12564945,612672,44508469,133043079,18,19469,24380,208402,36677128,1843,290608,4152,16.96
176,12641493,616456,44641051,133909632,18,19469,24380,209580,36917109,1843,290608,4152,17.04
177,12718651,619779,44769095,134774460,18,19469,24380,210707,37155134,1843,290608,4152,17.13
178,12795866,623319,44898523,135642011,18,19469,24380,211790,37392935,1843,290608,4152,17.14
179,12872246,626541,45021639,136510563,18,19469,24380,212963,37631203,1843,290608,4152,17.20
