period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,wifi,esp_timer,sys_evt,ipc0,Heap,Stack,Mbps
36,11091479,3661970,115812,101247,26623603,18,19498,12048509,46994,13468,1822,290608,4152,13.99
37,11386597,3759694,118516,101247,27243074,18,19498,12352686,48272,13468,1822,290608,4152,13.31
38,11709057,3869015,121964,101247,27840003,18,19498,12677672,49558,13468,1822,290608,4152,14.47
39,12078090,3986804,125131,101247,31025770,18,19498,13049959,50853,13468,1822,290608,4152,15.03
40,12408658,4087131,127916,101247,28992020,18,19498,13383540,51927,13468,1822,290608,4152,13.26
41,12711318,4190272,131094,101247,29607863,18,19498,13690897,53045,13468,1822,290608,4152,13.94
42,12994518,4292344,134378,101247,30257830,18,19498,13977172,54217,13468,1822,290608,4152,13.48
43,13284039,4393237,137176,101247,33703795,18,19498,14272073,55464,13468,1822,290608,4152,13.05
44,13639232,4508691,140041,101247,31462472,18,19498,14627612,56572,13468,1822,290608,4152,14.64
45,14018955,4614598,143215,101247,32008917,18,19498,15012931,57831,13468,1822,290608,4152,14.59
46,14359355,4723489,146415,101247,35528631,18,19498,15359494,59008,13468,1822,290608,4152,14.18
47,14648059,4821907,149504,101247,33236303,18,19498,15654694,60330,13468,1822,290608,4152,12.31
48,14992361,4939654,152775,101247,33821441,18,19498,16000141,61552,13468,1822,290608,4152,14.91
49,15320156,5038791,155523,101247,37477697,18,19498,16336133,62749,13468,1822,290608,4152,12.84
50,15604252,5140297,158288,101247,35074819,18,19498,16624456,63868,13468,1822,290608,4152,13.09
51,15931487,5251239,161388,101247,35665195,18,19498,16960201,65011,13468,1822,290608,4152,14.84
52,16256010,5354617,164490,101247,36259853,18,19498,17283121,66221,13468,1822,290608,4152,13.94
53,16564145,5460499,168165,101247,40123016,18,19498,17594855,67320,13468,1822,290608,4152,14.01
54,16891167,5577666,171379,101247,37479210,18,19498,17923828,68375,13468,1822,290608,4152,15.16
55,17214178,5685350,173837,101247,38084968,18,19498,18254977,69590,13468,1822,290608,4152,14.34
56,17499614,5788655,177097,101247,38716222,18,19498,18551262,70620,13468,1822,290608,4152,14.40
57,17777404,5886522,180379,101247,39356849,18,19498,18839495,71786,13468,1822,290608,4152,13.43
58,18111408,5997635,183097,101247,39946463,18,19498,19171634,73039,13468,1822,290608,4152,14.76
59,18467404,6121932,186253,101247,40511253,18,19498,19523294,74415,13468,1822,290608,4152,15.59
60,18802937,6226450,189394,101247,44668658,18,19498,19864064,75843,13468,1822,290608,4152,14.19
61,19100765,6330501,192142,101247,41728457,18,19498,20166175,76924,13468,1822,290608,4152,13.20
62,19446656,6455087,194920,101247,42296873,18,19498,20509587,78202,13468,1822,290608,4152,15.59
63,19815699,6562099,198107,101247,42844126,18,19498,20892535,79428,13468,1822,290608,4152,14.04
64,20157409,6665905,200830,101247,47192512,18,19498,21242481,80720,13468,1822,290608,4152,13.57
65,20479156,6771529,203966,101247,44013094,18,19498,21574428,81914,13468,1822,290608,4152,13.86
66,20770354,6888795,206648,101247,44640417,18,19498,21864330,83035,13468,1822,290608,4152,14.91
67,21030903,7041078,209838,101247,49202370,18,19498,22105215,84360,13468,1822,290608,4152,17.47
68,21290544,7191010,212626,101247,45970625,18,19498,22343611,85644,13468,1822,290608,4152,17.33
69,21566224,7351034,215891,101247,50578358,18,19498,22597782,87055,13468,1822,290608,4152,18.82
70,21803997,7481117,218664,101247,47278570,18,19498,22822071,88381,13468,1822,290608,4152,16.59
71,22069709,7635478,222165,101247,47922518,18,19498,23065904,89671,13468,1822,290608,4152,18.01
72,22337316,7794032,225419,101247,48572466,18,19498,23309963,91074,13468,1822,290608,4152,17.60
73,22598406,7945109,228213,101247,49221894,18,19498,23550159,92428,13468,1822,290608,4152,17.23
74,22847552,8093286,231026,101247,49889002,18,19498,23782970,93712,13468,1822,290608,4152,17.03
75,23109503,8242571,234059,101247,50540128,18,19498,24028220,94841,13468,1822,290608,4152,18.24
76,23358581,8383013,236836,101247,55529387,18,19498,24260656,96027,13468,1822,290608,4152,17.18
77,23618074,8535538,240198,101247,56227862,18,19498,24497370,97368,13468,1822,290608,4152,17.06
78,23897387,8699904,243276,101247,56899433,18,19498,24750295,98698,13468,1822,290608,4152,18.57
79,24166404,8858110,246381,101247,53149520,18,19498,24995183,99866,13468,1822,290608,4152,17.92
80,24434467,9014675,249094,101247,53798160,18,19498,25239391,101252,13468,1822,290608,4152,17.87
81,24697444,9164168,252376,101247,54445338,18,19498,25483889,102653,13468,1822,290608,4152,18.35
82,24951218,9308134,255092,101247,55108329,18,19498,25718716,103947,13468,1822,290608,4152,17.46
83,25215049,9459166,258355,101247,55764855,18,19498,25962052,105137,13468,1822,290608,4152,18.50
84,25473147,9605452,261291,101247,56422519,18,19498,26201201,106499,13468,1822,290608,4152,17.64
85,25712385,9735758,264572,101247,57093451,18,19498,26430787,107791,13468,1822,290608,4152,17.22
86,25969600,9877100,267905,101247,57743020,18,19498,26676627,109126,13468,1822,290608,4152,18.37
87,26219326,10012083,270437,101247,58397135,18,19498,26918246,110396,13468,1822,290608,4152,18.10
88,26473858,10148962,273588,101247,59052773,18,19498,27163078,111773,13468,1822,290608,4152,18.05
89,26717983,10280216,276505,101247,59729183,18,19498,27396884,113060,13468,1822,290608,4152,17.52
90,26987619,10425817,279405,101247,60364374,18,19498,27654399,114396,13468,1822,290608,4152,19.22
91,27237668,10560468,282703,101247,61032390,18,19498,27891810,115614,13468,1822,290608,4152,17.89
92,27511784,10707416,285657,101247,66758344,18,19498,28152128,116732,13468,1822,290608,4152,19.83
93,27790477,10856861,288948,101247,62302119,18,19498,28413835,117937,13468,1822,290608,4152,19.86
94,28055907,11000564,291919,101247,68127893,18,19498,28666769,119150,13468,1822,290608,4152,18.88
95,28298634,11133718,295258,101247,68839289,18,19498,28900215,120295,13468,1822,290608,4152,17.60
96,28559048,11278604,297809,101247,64279278,18,19498,29149986,121465,13468,1822,290608,4152,18.66
97,28819963,11419222,300911,101247,70246611,18,19498,29401054,122769,13468,1822,290608,4152,18.88
98,29075737,11558272,303754,101247,65582010,18,19498,29644603,123928,13468,1822,290608,4152,18.19
99,29353016,11710281,307338,101247,66215863,18,19498,29908250,125239,13468,1822,290608,4152,19.83
100,29620026,11855094,310380,101247,66857766,18,19498,30161945,126454,13468,1822,290608,4152,19.06
101,29898029,12006462,313714,101247,67488205,18,19498,30428070,127768,13468,1822,290608,4152,20.09
102,30161536,12149822,317221,101247,73712163,18,19498,30680257,128945,13468,1822,290608,4152,19.11
103,30361018,12257920,320155,101247,68851041,18,19498,30873800,130217,13468,1822,290608,4152,14.25
104,30622737,12409618,323261,101247,69511214,18,19498,31114347,131546,13468,1822,290608,4152,17.50
105,30859345,12543162,326709,101247,75907306,18,19498,31333070,132815,13468,1822,290608,4152,15.76
106,31108848,12686197,330022,101247,70875883,18,19498,31559384,134203,13468,1822,290608,4152,16.89
107,31364862,12834166,333859,101247,77317856,18,19498,31791353,135460,13468,1822,290608,4152,17.13
108,31626969,12983328,336948,101247,72194292,18,19498,32029907,136649,13468,1822,290608,4152,17.35
109,31884878,13130960,340098,101247,72857238,18,19498,32265539,137990,13468,1822,290608,4152,17.51
110,32147990,13283768,342626,101247,73513607,18,19498,32504114,139300,13468,1822,290608,4152,17.72
111,32413304,13438672,346425,101247,74168970,18,19498,32746434,140632,13468,1822,290608,4152,18.06
112,32660523,13572680,349153,101247,74833161,18,19498,32979208,141875,13468,1822,290608,4152,17.42
113,32936389,13700368,351975,101247,81514547,18,19498,33247362,143181,13468,1822,290608,4152,16.71
114,33240464,13832514,354594,101247,76083838,18,19498,33539485,144489,13468,1822,290608,4152,17.15
115,33584490,13941070,357271,101247,82812906,18,19498,33885780,145733,13468,1822,290608,4152,14.94
116,33969755,14066911,360421,101247,77197468,18,19498,34261649,146944,13468,1822,290608,4152,16.75
117,34290300,14179657,363363,101247,77790658,18,19498,34585041,148113,13468,1822,290608,4152,15.84
118,34612415,14289797,365684,101247,84708705,18,19498,34909231,149252,13468,1822,290608,4152,14.47
119,34974006,14424400,369243,101247,85297163,18,19498,35261431,150509,13468,1822,290608,4152,16.85
120,35364940,14552679,371724,101247,79497586,18,19498,35644646,151687,13468,1822,290608,4152,16.46
121,35766979,14675944,375164,101247,80018663,18,19498,36037270,152940,13468,1822,290608,4152,15.93
122,36124026,14795814,378238,101247,80581219,18,19498,36394422,154069,13468,1822,290608,4152,15.33
123,36424725,14902195,381458,101247,87711125,18,19498,36703116,154986,13468,1822,290608,4152,15.27
124,36792836,15014258,384469,101247,81745490,18,19498,37073652,156147,13468,1822,290608,4152,15.70
125,37195382,15130091,387989,101247,88886796,18,19498,37480991,157519,13468,1822,290608,4152,16.41
126,37575245,15239646,391055,101247,82797409,18,19498,37869942,158774,13468,1822,290608,4152,15.63
127,37790724,15347397,394875,101247,83515760,18,19498,38085492,159910,13468,1822,290608,4152,14.88
128,38113739,15444611,397473,101247,84116806,18,19498,38420295,161087,13468,1822,290608,4152,13.80
129,38426940,15549650,400827,101247,84735967,18,19498,38733273,162204,13468,1822,290608,4152,14.39
130,38724260,15652971,404178,101247,92230319,18,19498,39035169,163445,13468,1822,290608,4152,15.04
131,39075155,15755255,407461,101247,92858618,18,19498,39395356,164594,13468,1822,290608,4152,14.57
132,39382335,15858878,410724,101247,86540056,18,19498,39707566,165717,13468,1822,290608,4152,14.59
133,39720023,15961169,414170,101247,87119904,18,19498,40050715,166892,13468,1822,290608,4152,15.00
134,40075910,16064537,417549,101247,94778593,18,19498,40412526,168149,13468,1822,290608,4152,14.80
135,40205483,16081973,420490,101247,88526005,18,19498,40562674,169647,13468,1822,290608,4152,2.88
136,40593838,16179575,423604,101247,96238283,18,19498,40968772,170764,13468,1822,290608,4152,14.03
137,40922819,16284055,426665,101247,89641858,18,19498,41310405,171817,13468,1822,290608,4152,14.77
138,41286467,16380505,429901,101247,90191685,18,19498,41689140,172922,13468,1822,290608,4152,14.36
139,41596650,16480047,433707,101247,90803347,18,19498,42006562,173959,13468,1822,290608,4152,14.64
140,42007999,16584657,436569,101247,98713086,18,19498,42430471,175068,13468,1822,290608,4152,14.63
141,42349050,16688577,440100,101247,91888029,18,19498,42785072,176134,13468,1822,290608,4152,15.40
142,42668357,16787062,442663,101247,99992525,18,19498,43112757,177145,13468,1822,290608,4152,14.20
143,42992704,16887071,445856,101247,93096430,18,19498,43445499,178223,13468,1822,290608,4152,14.29
144,43336584,16979234,449248,101247,93681304,18,19498,43798752,179272,13468,1822,290608,4152,14.04
145,43673123,17086579,452202,101247,101897190,18,19498,44147056,180272,13468,1822,290608,4152,15.70
146,44038017,17194120,454912,101247,94819220,18,19498,44520632,181445,13468,1822,290608,4152,15.25
147,44366922,17289909,458357,101247,95415992,18,19498,44861542,182662,13468,1822,290608,4152,13.90
148,44686530,17372927,460901,101247,96029529,18,19498,45196546,183851,13468,1822,290608,4152,12.10
149,45073576,17476974,464222,101247,96569926,18,19498,45588746,184938,13468,1822,290608,4152,14.79
150,45445268,17591238,466827,101247,97124916,18,19498,45960165,186122,13468,1822,290608,4152,15.08
151,45764279,17694526,470480,101247,97734536,18,19498,46284237,187228,13468,1822,290608,4152,14.02
152,46153962,17807689,473902,101247,106205535,18,19498,46674684,188527,13468,1822,290608,4152,15.61
153,46428398,17892749,476514,101247,98934226,18,19498,46960204,189623,13468,1822,290608,4152,11.97
154,46774169,17990987,479854,101247,107539756,18,19498,47320330,190854,13468,1822,290608,4152,14.54
155,47094004,18091545,482759,101247,108192445,18,19498,47655117,191842,13468,1822,290608,4152,14.31
156,47446044,18188393,485749,101247,100674073,18,19498,48019570,192868,13468,1822,290608,4152,14.27
157,47776909,18268249,488575,101247,101283414,18,19498,48365231,193887,13468,1822,290608,4152,12.03
158,48079111,18370634,492074,101247,101906148,18,19498,48676314,195138,13468,1822,290608,4152,14.38
159,48452952,18468988,495548,101247,102453018,18,19498,49061456,196242,13468,1822,290608,4152,14.76
160,48822974,18572200,498833,101247,103012169,18,19498,49439874,197531,13468,1822,290608,4152,14.66
161,49185520,18676548,502320,101247,111960601,18,19498,49809495,198739,13468,1822,290608,4152,15.18
162,49549656,18775297,505521,101247,104125558,18,19498,50185068,199740,13468,1822,290608,4152,14.21
163,49910086,18875842,508999,101247,104680909,18,19498,50561916,200833,13468,1822,290608,4152,14.63
164,50288782,18977723,512307,101247,105228073,18,19498,50949746,201999,13468,1822,290608,4152,15.07
165,50674813,19076098,514952,101247,105763532,18,19498,51347968,203046,13468,1822,290608,4152,15.45
166,51490785,19268835,520625,101247,115494593,18,19498,52193578,205507,13468,1822,290608,4152,14.40
167,51844877,19373230,523524,101247,107370611,18,19498,52552762,206648,13468,1822,290608,4152,14.96
168,52081641,19494883,526957,101247,108048415,18,19498,52789106,207822,13468,1822,290608,4152,16.91
169,52356939,19654028,530231,101247,108701697,18,19498,53040987,208996,13468,1822,290608,4152,18.57
170,52617163,19800887,533096,101247,109357071,18,19498,53283239,210235,13468,1822,290608,4152,17.65
171,52916286,19949213,536645,101247,109977538,18,19498,53562357,211562,13468,1822,290608,4152,17.57
172,53121831,20053487,539288,101247,110709840,18,19498,53756281,212935,13468,1822,290608,4152,12.98
173,53334701,20167451,542735,101247,111425971,18,19498,53961829,214435,13468,1822,290608,4152,14.29
174,53654591,20278148,545461,101247,121058714,18,19498,54288144,215565,13468,1822,290608,4152,15.44
175,54003429,20389985,548806,101247,112597801,18,19498,54643926,216626,13468,1822,290608,4152,15.74
176,54359571,20501404,551804,101247,113158402,18,19498,55007060,217690,13468,1822,290608,4152,15.85
177,54667403,20601962,555262,101247,113774294,18,19498,55324762,218716,13468,1822,290608,4152,14.05
178,55029570,20704374,558178,101247,123557509,18,19498,55695078,219785,13468,1822,290608,4152,15.34
