period,wifi,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
45,10139466,3396116,159787,100540,36460876,35503549,19,19488,13771,58716,1843,290608,4152,15.32
46,10363028,3468674,163127,100540,13455883,36323276,19,19488,13771,59950,1843,290608,4152,16.06
47,10595900,3545632,166587,100540,13606066,37165740,19,19488,13771,61230,1843,290608,4152,16.38
48,10825784,3617170,170677,100540,13776144,37991612,19,19488,13771,62508,1843,290608,4152,16.02
49,11054136,3693363,174101,100540,13929791,38827832,19,19488,13771,63796,1843,290608,4152,16.24
50,11158568,3723285,177390,100540,40233014,39175049,19,19488,13771,65122,1843,290608,4152,6.55
51,11182130,3725071,180517,100540,41206194,39202294,19,19488,13771,66595,1843,290608,4152,0.23
52,11242603,3739356,183638,100540,16389729,39366685,19,19488,13771,68257,1843,290608,4152,3.10
53,11438094,3807918,187366,100540,16664894,40085509,19,19488,13771,69466,1843,290608,4152,14.13
54,11663875,3882932,191111,100540,43619795,40911341,19,19488,13771,70741,1843,290608,4152,16.24
55,11887659,3958931,194724,100540,17013139,41726136,19,19488,13771,71995,1843,290608,4152,16.00
56,12111921,4030305,198352,100540,17198072,42532754,19,19488,13771,73086,1843,290608,4152,15.82
57,12330475,4102676,202099,100540,17400078,43327127,19,19488,13771,74358,1843,290608,4152,15.52
58,12532303,4169515,205922,100540,17657327,44063432,19,19488,13771,75563,1843,290608,4152,14.42
59,12762208,4243178,208994,100540,47289644,44892701,19,19488,13771,76819,1843,290608,4152,16.22
60,12988694,4317989,212220,100540,17977881,45720390,19,19488,13771,78041,1843,290608,4152,16.32
61,13217246,4391834,215849,100540,18143426,46544552,19,19488,13771,79237,1843,290608,4152,16.18
62,13445910,4467239,219325,100540,18314305,47371480,19,19488,13771,80513,1843,290608,4152,16.14
63,13674903,4541308,222920,100540,18475237,48201610,19,19488,13771,81635,1843,290608,4152,16.28
64,13910626,4616717,226862,100540,18614064,49050799,19,19488,13771,82821,1843,290608,4152,16.69
65,14131569,4688527,230024,100540,18816454,49843113,19,19488,13771,84031,1843,290608,4152,15.49
66,14364447,4764647,233541,100540,52331347,50690645,19,19488,13771,85281,1843,290608,4152,16.60
67,14593233,4836639,237176,100540,19130508,51506587,19,19488,13771,86510,1843,290608,4152,16.12
68,14827575,4912492,240233,100540,19274397,52353360,19,19488,13771,87751,1843,290608,4152,16.62
69,15060374,4989492,243943,100540,19434708,53191678,19,19488,13771,88944,1843,290608,4152,16.42
70,15276424,5061380,247350,100540,55222186,53973508,19,19488,13771,90140,1843,290608,4152,15.28
71,15507389,5135965,250709,100540,19799479,54802562,19,19488,13771,91276,1843,290608,4152,16.29
72,15742671,5213363,254214,100540,19942561,55655327,19,19488,13771,92488,1843,290608,4152,16.80
73,15926393,5273814,257388,100540,57435388,56314628,19,19488,13771,93830,1843,290608,4152,12.77
74,16078222,5323548,260656,100540,58245355,56849355,19,19488,13771,95074,1843,290608,4152,10.43
75,16295622,5396596,264049,100540,20924445,57649656,19,19488,13771,96240,1843,290608,4152,15.71
76,16501497,5461917,267877,100540,21199316,58370859,19,19488,13771,97607,1843,290608,4152,14.15
77,16576584,5483293,271259,100540,60641047,58595564,19,19488,13771,99048,1843,290608,4152,4.10
78,16813528,5560360,274414,100540,61358773,59453787,19,19488,13771,100153,1843,290608,4152,16.92
79,17055015,5636868,277730,100540,22234694,60321744,19,19488,13771,101391,1843,290608,4152,16.99
80,17228927,5694286,281171,100540,62859344,60946576,19,19488,13771,102806,1843,290608,4152,12.15
81,17451730,5754135,291127,100540,24936289,61620323,19,19488,13771,107190,1843,290608,4152,12.08
82,17677290,5829438,294586,100540,25120817,62432566,19,19488,13771,108339,1843,290608,4152,15.97
83,17895034,5901172,298280,100540,25316667,63221895,19,19488,13771,109533,1843,290608,4152,15.44
84,18127779,5977439,301580,100540,25458933,64066529,19,19488,13771,110745,1843,290608,4152,16.57
85,18366747,6056066,305164,100540,25585768,64931097,19,19488,13771,111978,1843,290608,4152,16.93
86,18602508,6132623,309356,100540,25721465,65779839,19,19488,13771,113219,1843,290608,4152,16.78
87,18764180,6184738,312600,100540,26159218,66332377,19,19488,13771,114609,1843,290608,4152,10.78
88,18994368,6261350,316424,100540,70699159,67168794,19,19488,13771,115821,1843,290608,4152,16.45
89,19228204,6337437,319917,100540,26443408,68025072,19,19488,13771,116953,1843,290608,4152,16.92
90,19447467,6412140,323582,100540,26628637,68836214,19,19488,13771,118060,1843,290608,4152,16.02
91,19631444,6476457,327332,100540,26941930,69524074,19,19488,13771,119281,1843,290608,4152,13.50
92,19846323,6549776,330590,100540,73663460,70321326,19,19488,13771,120533,1843,290608,4152,15.69
93,20001601,6603884,334018,100540,74473405,70889000,19,19488,13771,121734,1843,290608,4152,11.16
94,20040651,6610356,337329,100540,28481123,70985156,19,19488,13771,123140,1843,290608,4152,1.51
95,20161134,6655313,340462,100540,76277428,71427001,19,19488,13771,124313,1843,290608,4152,8.55
96,20387180,6729548,343837,100540,29181342,72264370,19,19488,13771,125493,1843,290608,4152,16.55
97,20612745,6807145,347343,100540,77709950,73101710,19,19488,13771,126648,1843,290608,4152,16.28
98,20828816,6882131,350595,100540,29523256,73903891,19,19488,13771,127895,1843,290608,4152,15.79
99,21071128,6961179,353970,100540,79146820,74783716,19,19488,13771,129236,1843,290608,4152,17.26
100,21308853,7038788,357016,100540,79850850,75651318,19,19488,13771,130471,1843,290608,4152,16.96
101,21550679,7115195,360132,100540,29874188,76524794,19,19488,13771,131644,1843,290608,4152,17.18
102,21794835,7195007,363782,100540,29973304,77423607,19,19488,13771,132861,1843,290608,4152,17.59
103,22030088,7270191,367592,100540,30105546,78288936,19,19488,13771,134090,1843,290608,4152,16.78
104,22261649,7347641,371377,100540,30240596,79146958,19,19488,13771,135208,1843,290608,4152,16.74
105,22482257,7425935,374970,100540,30419440,79964956,19,19488,13771,136492,1843,290608,4152,15.79
106,22676951,7491754,378012,100540,30678986,80699923,19,19488,13771,137652,1843,290608,4152,14.31
107,22899327,7566129,381863,100540,30859187,81516546,19,19488,13771,138923,1843,290608,4152,15.85
108,23129166,7641332,385396,100540,30997992,82366219,19,19488,13771,140152,1843,290608,4152,16.53
109,23362944,7716930,388604,100540,31136360,83215394,19,19488,13771,141452,1843,290608,4152,16.55
110,23597561,7793084,392160,100540,31271920,84070475,19,19488,13771,142759,1843,290608,4152,16.71
111,23840073,7871647,396030,100540,31376556,84963377,19,19488,13771,143974,1843,290608,4152,17.41
112,24070244,7948774,399535,100540,31528590,85806999,19,19488,13771,145175,1843,290608,4152,16.43
113,24254075,8012316,402849,100540,89270772,86486638,19,19488,13771,146364,1843,290608,4152,13.30
114,24458916,8082299,406693,100540,32060688,87245946,19,19488,13771,147603,1843,290608,4152,14.91
115,24649479,8146231,410121,100540,32350730,87951347,19,19488,13771,148855,1843,290608,4152,13.78
116,24882202,8221115,413867,100540,32488169,88802006,19,19488,13771,150072,1843,290608,4152,16.62
117,25105453,8297527,417247,100540,32658376,89629033,19,19488,13771,151359,1843,290608,4152,16.02
118,25332467,8374227,420874,100540,32801397,90468492,19,19488,13771,152394,1843,290608,4152,16.54
119,25563355,8450426,423883,100540,32950956,91302124,19,19488,13771,153483,1843,290608,4152,16.51
120,25798369,8526481,427399,100540,33105971,92137085,19,19488,13771,154683,1843,290608,4152,16.46
121,26029955,8602583,431217,100540,95088049,92973251,19,19488,13771,155974,1843,290608,4152,16.47
122,26255630,8677663,434367,100540,33421124,93800925,19,19488,13771,157137,1843,290608,4152,16.45
123,26481141,8753094,437865,100540,33587282,94617804,19,19488,13771,158350,1843,290608,4152,16.13
124,26709280,8825836,441623,100540,97250043,95427205,19,19488,13771,159669,1843,290608,4152,15.90
125,26771759,8838986,444621,100540,98184268,95594048,19,19488,13771,161348,1843,290608,4152,2.99
126,26944057,8890902,448274,100540,35017773,96184579,19,19488,13771,162601,1843,290608,4152,11.54
127,27166612,8967532,452165,100540,35207163,96987185,19,19488,13771,163887,1843,290608,4152,15.67
128,27386774,9040317,455313,100540,100439596,97775026,19,19488,13771,165155,1843,290608,4152,15.36
129,27621340,9113986,459023,100540,35577165,98609982,19,19488,13771,166368,1843,290608,4152,16.47
130,27687142,9128376,462178,100540,102096084,98791441,19,19488,13771,168054,1843,290608,4152,3.22
131,27866364,9185348,465566,100540,36769860,99416090,19,19488,13771,169235,1843,290608,4152,12.21
132,28095667,9260559,469865,100540,103593632,100248078,19,19488,13771,170455,1843,290608,4152,16.37
133,28326671,9335501,473044,100540,37088381,101085448,19,19488,13771,171657,1843,290608,4152,16.37
134,28542887,9407740,476092,100540,37273781,101885672,19,19488,13771,172811,1843,290608,4152,15.70
135,28756684,9484881,479815,100540,37473997,102676075,19,19488,13771,174025,1843,290608,4152,15.50
136,28992830,9560728,483113,100540,37616245,103525129,19,19488,13771,175293,1843,290608,4152,16.63
137,29220240,9636129,486536,100540,37768419,104361232,19,19488,13771,176565,1843,290608,4152,16.39
138,29450540,9712712,490666,100540,37913346,105211328,19,19488,13771,177739,1843,290608,4152,16.71
139,29688902,9787795,494011,100540,38055621,106065876,19,19488,13771,178986,1843,290608,4152,16.65
140,29927859,9864880,497367,100540,38181070,106930491,19,19488,13771,180258,1843,290608,4152,16.98
141,30147851,9938572,500790,100540,110093827,107728354,19,19488,13771,181507,1843,290608,4152,15.64
142,30343167,10006667,504217,100540,38632252,108454829,19,19488,13771,182595,1843,290608,4152,14.23
143,30570487,10082128,508152,100540,38794240,109284621,19,19488,13771,183879,1843,290608,4152,16.28
144,30797741,10156638,511330,100540,112285605,110112765,19,19488,13771,185056,1843,290608,4152,16.25
145,31027355,10229543,514573,100540,39124940,110932471,19,19488,13771,186187,1843,290608,4152,16.07
146,31265452,10307604,518667,100540,39257685,111795600,19,19488,13771,187473,1843,290608,4152,16.95
147,31495073,10382846,521704,100540,39418424,112628555,19,19488,13771,188701,1843,290608,4152,16.35
148,31720048,10456341,525226,100540,39581589,113451610,19,19488,13771,189899,1843,290608,4152,16.10
149,31954672,10532519,529131,100540,39724772,114295896,19,19488,13771,191147,1843,290608,4152,16.56
150,32187534,10606606,532923,100540,39884526,115132376,19,19488,13771,192340,1843,290608,4152,16.42
151,32318511,10644881,536161,100540,117449088,115568541,19,19488,13771,193979,1843,290608,4152,8.31
152,32340264,10646464,539541,100540,118423943,115590089,19,19488,13771,195536,1843,290608,4152,0.20
153,32510438,10699394,542932,100540,41845087,116171041,19,19488,13771,196788,1843,290608,4152,11.37
154,32741749,10772848,546724,100540,42010812,116999653,19,19488,13771,198054,1843,290608,4152,16.21
155,32978508,10848256,550776,100540,42149640,117854979,19,19488,13771,199256,1843,290608,4152,16.79
156,33222596,10925797,554233,100540,42259284,118729591,19,19488,13771,200475,1843,290608,4152,17.14
157,33448454,11000170,557192,100540,42427759,119551838,19,19488,13771,201711,1843,290608,4152,16.04
158,33688147,11079223,560845,100540,42546850,120420719,19,19488,13771,202919,1843,290608,4152,17.04
159,33928833,11155285,564315,100540,42663605,121290525,19,19488,13771,204179,1843,290608,4152,17.03
160,34157824,11228406,568311,100540,42822398,122122494,19,19488,13771,205431,1843,290608,4152,16.30
161,34401368,11306299,571659,100540,42939386,122996220,19,19488,13771,206684,1843,290608,4152,17.17
162,34628297,11381106,575669,100540,43119801,123819745,19,19488,13771,207926,1843,290608,4152,16.06
163,34854810,11455496,578794,100540,43277103,124650189,19,19488,13771,209063,1843,290608,4152,16.33
164,35070903,11527818,582307,100540,43476607,125436441,19,19488,13771,210223,1843,290608,4152,15.40
165,35307196,11605497,585899,100540,43603756,126299317,19,19488,13771,211514,1843,290608,4152,16.83
166,35538157,11681733,589470,100540,43749283,127146845,19,19488,13771,212718,1843,290608,4152,16.60
167,35773636,11759768,593262,100540,43881316,127998787,19,19488,13771,213992,1843,290608,4152,16.66
168,36011043,11837254,597037,100540,44009581,128866248,19,19488,13771,215240,1843,290608,4152,16.90
169,36245812,11913893,600414,100540,44149839,129726824,19,19488,13771,216452,1843,290608,4152,16.74
170,36484247,11993213,604110,100540,131370104,130611321,19,19488,13771,217722,1843,290608,4152,17.25
171,36725798,12070687,607110,100540,44359661,131502562,19,19488,13771,218843,1843,290608,4152,17.42
172,36940364,12147283,611469,100540,44559192,132295693,19,19488,13771,220131,1843,290608,4152,15.37
173,37167045,12222557,615077,100540,44722165,133128717,19,19488,13771,221315,1843,290608,4152,16.21
174,37410703,12300676,618388,100540,44821198,134021209,19,19488,13771,222499,1843,290608,4152,17.44
175,37638785,12375644,621617,100540,134946897,134854201,19,19488,13771,223711,1843,290608,4152,16.28
176,37867435,12452042,625796,100540,45145364,135678714,19,19488,13771,224934,1843,290608,4152,16.06
177,38093245,12529196,629683,100540,45314041,136517750,19,19488,13771,226225,1843,290608,4152,16.31
