period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
50,3620032,153258,95936,44949901,6753275,19,15757,13874,46820,7187607,1830,290608,4148,5.48
51,3713972,155892,95936,45713886,6925562,19,15757,13874,47611,7344376,1830,290608,4148,10.25
52,3807037,158568,95936,46482222,7089302,19,15757,13874,48415,7492286,1830,290608,4148,9.21
53,3890265,161232,95936,50210089,7234827,19,15757,13874,49309,7625445,1830,290608,4148,8.27
54,3994928,164195,95936,48035253,7413247,19,15757,13874,50005,7781614,1830,290608,4148,10.05
55,4048240,167365,95936,48892280,7510977,19,15757,13874,51019,7875940,1830,290608,4148,5.61
56,4138959,170821,95936,49663446,7685037,19,15757,13874,51809,8043569,1830,290608,4148,11.03
57,4216683,173489,95936,50480695,7825687,19,15757,13874,52649,8175450,1830,290608,4148,8.43
58,4300476,176579,95936,51267799,7983277,19,15757,13874,53514,8328786,1830,290608,4148,9.73
59,4374597,179701,95936,52067738,8133370,19,15757,13874,54654,8475943,1830,290608,4148,9.32
60,4437016,182849,95936,52909955,8250940,19,15757,13874,55537,8591952,1830,290608,4148,7.47
61,4524583,185914,95936,53695828,8415970,19,15757,13874,56284,8746542,1830,290608,4148,9.80
62,4587452,189008,95936,54513246,8546438,19,15757,13874,57210,8877759,1830,290608,4148,8.25
63,4659330,192130,95936,58595809,8685000,19,15757,13874,58401,9012295,1830,290608,4148,8.65
64,4732846,195098,95936,56132925,8827420,19,15757,13874,59283,9151311,1830,290608,4148,8.88
65,4796128,198217,95936,56969198,8946564,19,15757,13874,60133,9264538,1830,290608,4148,7.22
66,4884772,201331,95936,61119601,9113725,19,15757,13874,61031,9421255,1830,290608,4148,10.46
67,4961700,204272,95936,61958003,9257747,19,15757,13874,61872,9555695,1830,290608,4148,8.71
68,5034028,207010,95936,62800394,9396148,19,15757,13874,62807,9692369,1830,290608,4148,8.63
69,5102638,209943,95936,60189563,9532728,19,15757,13874,63625,9824297,1830,290608,4148,8.56
70,5163143,212738,95936,61021844,9652646,19,15757,13874,64764,9942058,1830,290608,4148,7.49
71,5242999,215471,95936,61809103,9810269,19,15757,13874,65607,10093972,1830,290608,4148,9.82
72,5312531,218583,95936,62632590,9942277,19,15757,13874,66576,10222225,1830,290608,4148,8.19
73,5387960,221718,95936,63444484,10085286,19,15757,13874,67406,10359532,1830,290608,4148,8.74
74,5467824,224738,95936,64243099,10237007,19,15757,13874,68170,10506681,1830,290608,4148,9.42
75,5532693,227694,95936,65056106,10373327,19,15757,13874,68918,10643026,1830,290608,4148,8.80
76,5601880,230703,95936,65875068,10506472,19,15757,13874,70127,10773613,1830,290608,4148,8.23
77,5681615,233821,95936,66674962,10654963,19,15757,13874,71044,10917878,1830,290608,4148,9.05
78,5746184,236936,95936,67510158,10778107,19,15757,13874,72029,11037516,1830,290608,4148,7.53
79,5834142,239622,95936,68297012,10940698,19,15757,13874,72844,11190517,1830,290608,4148,9.84
80,5906338,243176,95936,69114638,11079528,19,15757,13874,73708,11324046,1830,290608,4148,8.56
81,5987551,246123,95936,69918841,11226803,19,15757,13874,74360,11466940,1830,290608,4148,9.07
82,6062923,248893,95936,70726862,11369056,19,15757,13874,75432,11609574,1830,290608,4148,8.70
83,6128751,251608,95936,71547624,11507194,19,15757,13874,76273,11747777,1830,290608,4148,8.65
84,6197700,254428,95936,72352117,11647831,19,15757,13874,77118,11888288,1830,290608,4148,8.99
85,6273757,257547,95936,73159557,11790106,19,15757,13874,78263,12028196,1830,290608,4148,8.67
86,6349676,260761,95936,73974114,11932437,19,15757,13874,78980,12163195,1830,290608,4148,8.71
87,6415551,263805,95936,74784870,12069693,19,15757,13874,80199,12302566,1830,290608,4148,8.65
88,6481714,266932,95936,75594631,12204363,19,15757,13874,81004,12437582,1830,290608,4148,8.48
89,6553007,270519,95936,76418542,12337146,19,15757,13874,81933,12567408,1830,290608,4148,8.09
90,6633235,272851,95936,77222271,12488064,19,15757,13874,82598,12712033,1830,290608,4148,9.38
91,6696650,275953,95936,78032922,12622256,19,15757,13874,83414,12848044,1830,290608,4148,8.65
92,6768024,279049,95936,78843317,12759881,19,15757,13874,84290,12983389,1830,290608,4148,8.54
93,6844594,282156,95936,83872050,12901835,19,15757,13874,85067,13120406,1830,290608,4148,8.76
94,6911519,285209,95936,84721482,13038976,19,15757,13874,85825,13259307,1830,290608,4148,8.65
95,6977235,288357,95936,81275801,13174519,19,15757,13874,86567,13397005,1830,290608,4148,8.65
96,7052441,291653,95936,82085837,13316656,19,15757,13874,87426,13532198,1830,290608,4148,8.65
97,7127680,294922,95936,82897003,13457067,19,15757,13874,88223,13668451,1830,290608,4148,8.65
98,7197864,298198,95936,83706642,13595419,19,15757,13874,89317,13806357,1830,290608,4148,8.65
99,7270276,301841,95936,84516706,13735198,19,15757,13874,90327,13943427,1830,290608,4148,8.65
100,7351684,304285,95936,85323802,13881771,19,15757,13874,91257,14082343,1830,290608,4148,8.85
101,7426069,307507,95936,86147853,14018724,19,15757,13874,91959,14213638,1830,290608,4148,8.34
102,7504733,310680,95936,86955212,14164255,19,15757,13874,92883,14353229,1830,290608,4148,8.85
103,7573569,313993,95936,87765906,14301239,19,15757,13874,93886,14491601,1830,290608,4148,8.65
104,7635490,317292,95936,88576384,14437264,19,15757,13874,94897,14628744,1830,290608,4148,8.85
105,7690103,320644,95936,89432189,14545148,19,15757,13874,95606,14735166,1830,290608,4148,6.69
106,7787495,324155,95936,90199618,14725718,19,15757,13874,96377,14905588,1830,290608,4148,11.10
107,7849042,327469,95936,95666505,14846698,19,15757,13874,97300,15024869,1830,290608,4148,7.63
108,7917413,330264,95936,91842222,14988729,19,15757,13874,98143,15169228,1830,290608,4148,9.19
109,7987610,333506,95936,92646540,15132157,19,15757,13874,99262,15314460,1830,290608,4148,9.35
110,8048926,336160,95936,93467317,15258988,19,15757,13874,100198,15444631,1830,290608,4148,8.16
111,8112267,339628,95936,99073691,15383136,19,15757,13874,101167,15569349,1830,290608,4148,7.77
112,8185493,342511,95936,95095737,15533664,19,15757,13874,102025,15717321,1830,290608,4148,9.52
113,8248881,345795,95936,95914205,15661864,19,15757,13874,102946,15850945,1830,290608,4148,8.16
114,8322650,349084,95936,96712045,15810251,19,15757,13874,103841,15997213,1830,290608,4148,9.49
115,8393106,352088,95936,102437044,15955141,19,15757,13874,104772,16140639,1830,290608,4148,9.31
116,8455439,355158,95936,98345953,16083703,19,15757,13874,105682,16269633,1830,290608,4148,8.09
117,8527131,358614,95936,99149631,16228296,19,15757,13874,106488,16416370,1830,290608,4148,9.28
118,8596554,361719,95936,99962013,16364757,19,15757,13874,107530,16554601,1830,290608,4148,8.56
119,8643787,364983,95936,100829692,16459442,19,15757,13874,108544,16652597,1830,290608,4148,5.98
120,8725472,368530,95936,101586842,16637664,19,15757,13874,109342,16832179,1830,290608,4148,11.92
121,8786427,370838,95936,102415037,16762148,19,15757,13874,110214,16961568,1830,290608,4148,7.78
122,8862414,374120,95936,103208661,16912533,19,15757,13874,111045,17113171,1830,290608,4148,9.51
123,8931079,377184,95936,104020978,17049893,19,15757,13874,111993,17253763,1830,290608,4148,8.73
124,8998563,380474,95936,104835637,17185296,19,15757,13874,112863,17389820,1830,290608,4148,8.59
125,9060072,383761,95936,105669049,17307716,19,15757,13874,113614,17511831,1830,290608,4148,7.78
126,9116744,386614,95936,106512939,17422164,19,15757,13874,114441,17628061,1830,290608,4148,7.40
127,9179577,389687,95936,107336372,17551937,19,15757,13874,115395,17758725,1830,290608,4148,8.52
128,9268394,392488,95936,108108657,17727771,19,15757,13874,116146,17929079,1830,290608,4148,10.95
129,9337011,395930,95936,108924463,17863909,19,15757,13874,116998,18063361,1830,290608,4148,8.65
130,9392457,399393,95936,115166163,17983943,19,15757,13874,117829,18185250,1830,290608,4148,7.64
131,9471769,402677,95936,110553041,18138581,19,15757,13874,118771,18338517,1830,290608,4148,9.76
132,9540640,406044,95936,111366958,18276564,19,15757,13874,119687,18473616,1830,290608,4148,8.65
133,9600891,409420,95936,117697367,18401085,19,15757,13874,120361,18598221,1830,290608,4148,7.89
134,9676200,412648,95936,113000394,18551854,19,15757,13874,121315,18747686,1830,290608,4148,9.54
135,9738805,416040,95936,113829739,18678128,19,15757,13874,122260,18871489,1830,290608,4148,8.03
136,9812612,418894,95936,114629571,18827442,19,15757,13874,123149,19019871,1830,290608,4148,9.38
137,9863759,422267,95936,115490007,18929045,19,15757,13874,123978,19121081,1830,290608,4148,6.37
138,9949215,425642,95936,116253453,19103044,19,15757,13874,124883,19295204,1830,290608,4148,11.08
139,10015700,428601,95936,117070585,19238125,19,15757,13874,125788,19431613,1830,290608,4148,8.64
140,10081093,432050,95936,123606562,19370302,19,15757,13874,126827,19564767,1830,290608,4148,8.62
141,10143059,435369,95936,118713725,19502549,19,15757,13874,127765,19698421,1830,290608,4148,8.06
142,10211999,438925,95936,119523095,19643176,19,15757,13874,128771,19838426,1830,290608,4148,8.98
143,10281146,441729,95936,120326706,19786997,19,15757,13874,129721,19983146,1830,290608,4148,9.36
144,10340097,445105,95936,121159919,19907663,19,15757,13874,130679,20104596,1830,290608,4148,7.80
145,10394893,448495,95936,122007563,20018860,19,15757,13874,131579,20214993,1830,290608,4148,7.13
146,10475463,451896,95936,122790906,20179149,19,15757,13874,132329,20374463,1830,290608,4148,10.27
147,10548790,455358,95936,123585884,20329274,19,15757,13874,133259,20523936,1830,290608,4148,9.60
148,10578917,458278,95936,124496756,20391079,19,15757,13874,134223,20589541,1830,290608,4148,3.87
149,10674390,461652,95936,125239528,20581019,19,15757,13874,135082,20774058,1830,290608,4148,12.19
150,10728508,465114,95936,126091698,20692954,19,15757,13874,136064,20885185,1830,290608,4148,6.95
151,10735215,468488,95936,127066288,20704446,19,15757,13874,137122,20904573,1830,290608,4148,0.51
152,10801585,471945,95936,127866375,20843163,19,15757,13874,138095,21044797,1830,290608,4148,9.04
153,10819857,475157,95936,128807875,20879602,19,15757,13874,139287,21086318,1830,290608,4148,2.17
154,10832306,478205,95936,129763764,20906015,19,15757,13874,140338,21120404,1830,290608,4148,1.58
155,10895943,481596,95936,130598488,21027222,19,15757,13874,141295,21238655,1830,290608,4148,7.52
156,10981711,484251,95936,131362012,21202694,19,15757,13874,142060,21411358,1830,290608,4148,11.48
157,11065149,486928,95936,138411335,21372933,19,15757,13874,142894,21579155,1830,290608,4148,11.13
158,11155180,489699,95936,132898570,21547291,19,15757,13874,143688,21747181,1830,290608,4148,11.08
159,11242758,492990,95936,140022211,21713736,19,15757,13874,144495,21906497,1830,290608,4148,10.54
160,11298219,496293,95936,134529920,21822947,19,15757,13874,145369,22013225,1830,290608,4148,6.87
161,11383502,499657,95936,135305780,21986054,19,15757,13874,146256,22168775,1830,290608,4148,10.06
162,11426542,503157,95936,136175781,22078051,19,15757,13874,147274,22265031,1830,290608,4148,5.86
163,11507312,506512,95936,136964803,22235559,19,15757,13874,148054,22414336,1830,290608,4148,9.96
164,11595873,509953,95936,137732578,22405994,19,15757,13874,148874,22577477,1830,290608,4148,10.75
165,11656881,513104,95936,138576861,22516618,19,15757,13874,149843,22681142,1830,290608,4148,6.48
166,11759035,515866,95936,139330925,22693624,19,15757,13874,150681,22838027,1830,290608,4148,10.07
167,11855192,519310,95936,140108941,22856184,19,15757,13874,151545,22979741,1830,290608,4148,9.17
168,11902306,522534,95936,140982747,22945194,19,15757,13874,152479,23068878,1830,290608,4148,5.53
169,12001932,525495,95936,141731794,23134246,19,15757,13874,153348,23249595,1830,290608,4148,11.85
170,12103986,528947,95936,142486945,23323746,19,15757,13874,154132,23424913,1830,290608,4148,11.70
171,12202536,532395,95936,143230740,23516603,19,15757,13874,154963,23610334,1830,290608,4148,12.21
172,12274826,535245,95936,144030714,23666724,19,15757,13874,155857,23759445,1830,290608,4148,9.84
173,12350614,538592,95936,144818609,23822196,19,15757,13874,156784,23913285,1830,290608,4148,10.23
174,12438079,540958,95936,145593295,23994070,19,15757,13874,157604,24078579,1830,290608,4148,10.95
175,12538526,543283,95936,146348404,24184605,19,15757,13874,158380,24257344,1830,290608,4148,11.91
176,12628728,546160,95936,147120581,24357723,19,15757,13874,159143,24424818,1830,290608,4148,10.81
177,12698650,549700,95936,154924175,24498505,19,15757,13874,159988,24564692,1830,290608,4148,8.92
178,12777746,552718,95936,148735280,24646368,19,15757,13874,160736,24706685,1830,290608,4148,9.07
179,12839353,556078,95936,149569680,24766464,19,15757,13874,161679,24826432,1830,290608,4148,7.57
