period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,esp_timer,wifi,ipc1,sys_evt,Heap,Stack,Mbps,main
26,3162598,91113,22660364,5611184,1814,18,36655,6043382,19455,15734,290608,4152,11.67,107076
27,3289984,93748,23388048,5806357,1814,18,38094,6209990,19455,15734,290608,4152,12.28,107076
28,3422440,96409,24118463,6005321,1814,18,39480,6375728,19455,15734,290608,4152,12.38,107076
29,3559250,99235,24833810,6210240,1814,18,40648,6546729,19455,15734,290608,4152,12.98,107076
30,3688652,102085,27771983,6410003,1814,18,41865,6712119,19455,15734,290608,4152,12.58,107076
31,3810986,104984,26305104,6602663,1814,18,43067,6875280,19455,15734,290608,4152,12.29,107076
32,3934654,108284,27051510,6793952,1814,18,44315,7037130,19455,15734,290608,4152,12.03,107076
33,4065737,111239,27786499,6985851,1814,18,45566,7195155,19455,15734,290608,4152,11.97,107076
34,4182413,114329,28549149,7160646,1814,18,46767,7338189,19455,15734,290608,4152,10.85,107076
35,4314411,117184,29275879,7361421,1814,18,48026,7509053,19455,15734,290608,4152,12.95,107076
36,4466019,119804,29930481,7619815,1814,18,49354,7746225,19455,15734,290608,4152,17.53,107076
37,4614653,123006,30576003,7885294,1814,18,50626,7998403,19455,15734,290608,4152,18.63,107076
38,4722113,126141,31304971,8076703,1814,18,51874,8182518,19455,15734,290608,4152,13.53,107076
39,4828641,129133,32066590,8245535,1814,18,53123,8335820,19455,15734,290608,4152,11.00,107076
40,4905338,132058,32891989,8364163,1814,18,54432,8440174,19455,15734,290608,4152,7.50,107076
41,5004397,135167,33682284,8511139,1814,18,55572,8566035,19455,15734,290608,4152,9.33,107076
42,5120481,137715,34443749,8695676,1814,18,56806,8720671,19455,15734,290608,4152,11.62,107076
43,5243516,140324,37982252,8891573,1814,18,58017,8887085,19455,15734,290608,4152,12.62,107076
44,5389244,143618,38675995,9141764,1814,18,59161,9118031,19455,15734,290608,4152,16.87,107076
45,5520527,146601,39403445,9377832,1814,18,60306,9345362,19455,15734,290608,4152,16.83,107076
46,5675335,150069,40086457,9645560,1814,18,61701,9590644,19455,15734,290608,4152,18.24,107076
47,5842266,152997,37839781,9923978,1814,18,62796,9842339,19455,15734,290608,4152,18.12,107076
48,5986737,156027,38519433,10168324,1814,18,64115,10069515,19455,15734,290608,4152,15.92,107076
49,6139802,158791,42166826,10427033,1814,18,65577,10309416,19455,15734,290608,4152,17.25,107076
50,6292569,161637,42852292,10697961,1814,18,66789,10560329,19455,15734,290608,4152,18.60,107076
51,6450732,164526,40455102,10974739,1814,18,68166,10814349,19455,15734,290608,4152,18.90,107076
52,6588054,167682,41125868,11218089,1814,18,69491,11042690,19455,15734,290608,4152,16.64,107076
53,6742303,170497,41766933,11490565,1814,18,70791,11293738,19455,15734,290608,4152,18.89,107076
54,6890894,173043,42411559,11755770,1814,18,72120,11543101,19455,15734,290608,4152,18.28,107076
55,7007247,176134,46385683,11971508,1814,18,73225,11752253,19455,15734,290608,4152,15.34,107076
56,7137856,179075,43790748,12206728,1814,18,74587,11977986,19455,15734,290608,4152,16.52,107076
57,7291513,181977,44436126,12475627,1814,18,75845,12225460,19455,15734,290608,4152,18.34,107076
58,7448561,184988,45083806,12743935,1814,18,76988,12470689,19455,15734,290608,4152,18.29,107076
59,7595620,187657,49189493,12998449,1814,18,78127,12707305,19455,15734,290608,4152,17.49,107076
60,7743079,190496,46414281,13258592,1814,18,79366,12944545,19455,15734,290608,4152,17.67,107076
61,7878834,193624,47078107,13506650,1814,18,80595,13180989,19455,15734,290608,4152,17.75,107076
62,8000149,196752,47769775,13732818,1814,18,81936,13399456,19455,15734,290608,4152,16.16,107076
63,8148537,200142,48444268,13987206,1814,18,83188,13630783,19455,15734,290608,4152,16.93,107076
64,8279447,203488,49136997,14213391,1814,18,84494,13842811,19455,15734,290608,4152,15.09,107076
65,8428292,206474,49801490,14470176,1814,18,85839,14081736,19455,15734,290608,4152,17.23,107076
66,8593652,209006,54168222,14749929,1814,18,86982,14336534,19455,15734,290608,4152,18.44,107076
67,8744496,212193,54859965,15009079,1814,18,88190,14577444,19455,15734,290608,4152,17.29,107076
68,8896864,214991,51756428,15271439,1814,18,89434,14815375,19455,15734,290608,4152,17.40,107076
69,9033292,217915,52427390,15519022,1814,18,90531,15051309,19455,15734,290608,4152,17.72,107076
70,9169696,220490,53076614,15775858,1814,18,91618,15299528,19455,15734,290608,4152,18.51,107076
71,9317756,223292,53718290,16047760,1814,18,92842,15559741,19455,15734,290608,4152,19.67,107076
72,9438517,226195,54415609,16271200,1814,18,94165,15776648,19455,15734,290608,4152,16.15,107076
73,9585109,229266,55049720,16544875,1814,18,95440,16040471,19455,15734,290608,4152,20.13,107076
74,9732414,232297,55686367,16819503,1814,18,96796,16302465,19455,15734,290608,4152,19.64,107076
75,9872299,235359,60475288,17081264,1814,18,97914,16556251,19455,15734,290608,4152,19.01,107076
76,10011032,238531,56983024,17339163,1814,18,99183,16804122,19455,15734,290608,4152,18.77,107076
77,10148253,240888,57644094,17593538,1814,18,100276,17049434,19455,15734,290608,4152,18.63,107076
78,10281742,243411,58304460,17844708,1814,18,101442,17290993,19455,15734,290608,4152,17.98,107076
79,10434150,246098,58955283,18112053,1814,18,102793,17539725,19455,15734,290608,4152,18.48,107076
80,10591941,248851,59589645,18390898,1814,18,104015,17796352,19455,15734,290608,4152,19.11,107076
81,10739651,252021,64669440,18649054,1814,18,105175,18036445,19455,15734,290608,4152,17.68,107076
82,10865596,255188,60958435,18870541,1814,18,106507,18246462,19455,15734,290608,4152,15.40,107076
83,11014387,258750,61615648,19128289,1814,18,107645,18485054,19455,15734,290608,4152,17.61,107076
84,11168365,261448,62259864,19397302,1814,18,108909,18733534,19455,15734,290608,4152,18.50,107076
85,11326290,264564,62894559,19674565,1814,18,110251,18986946,19455,15734,290608,4152,19.09,107076
86,11483089,267534,63526454,19951416,1814,18,111565,19245311,19455,15734,290608,4152,19.18,107076
87,11619118,270431,64188322,20207857,1814,18,112741,19490454,19455,15734,290608,4152,18.52,107076
88,11759163,273630,64841228,20464214,1814,18,113905,19739278,19455,15734,290608,4152,18.54,107076
89,11909597,276113,65473937,20738658,1814,18,115124,20003967,19455,15734,290608,4152,19.79,107076
90,12045995,279385,66140957,20988030,1814,18,116253,20244088,19455,15734,290608,4152,18.11,107076
91,12191614,282269,66783844,21257350,1814,18,117510,20502936,19455,15734,290608,4152,19.14,107076
92,12332920,285572,67422691,21521868,1814,18,118648,20759435,19455,15734,290608,4152,19.27,107076
93,12466306,288150,68085229,21766986,1814,18,119826,20997311,19455,15734,290608,4152,17.63,107076
94,12602851,291031,68745860,22019803,1814,18,120986,21242132,19455,15734,290608,4152,18.28,107076
95,12727677,294723,69441155,22250473,1814,18,122265,21463660,19455,15734,290608,4152,16.57,107076
96,12850052,297858,70132250,22479566,1814,18,123362,21685545,19455,15734,290608,4152,16.30,107076
97,12973135,301086,70817133,22707566,1814,18,124656,21909864,19455,15734,290608,4152,16.67,107076
98,13099656,303800,71502058,22942400,1814,18,125940,22136024,19455,15734,290608,4152,16.81,107076
99,13220226,306489,72206697,23167767,1814,18,127065,22353284,19455,15734,290608,4152,16.17,107076
100,13347258,309924,72895183,23401529,1814,18,128279,22576123,19455,15734,290608,4152,16.71,107076
101,13458281,312711,73606790,23608645,1814,18,129574,22781970,19455,15734,290608,4152,15.22,107076
102,13589075,315433,74273587,23852415,1814,18,130883,23018907,19455,15734,290608,4152,17.63,107076
103,13725205,318711,80402532,24091386,1814,18,132068,23242177,19455,15734,290608,4152,16.76,107076
104,13863784,322070,75640697,24332607,1814,18,133328,23466831,19455,15734,290608,4152,16.51,107076
105,14001194,324694,76326731,24570433,1814,18,134568,23687331,19455,15734,290608,4152,16.03,107076
106,14141701,327840,77003466,24812768,1814,18,135698,23912530,19455,15734,290608,4152,16.68,107076
107,14269372,331423,83300028,25046634,1814,18,136988,24140833,19455,15734,290608,4152,16.98,107076
108,14392473,334306,78385518,25275066,1814,18,138176,24359360,19455,15734,290608,4152,16.29,107076
109,14519038,337820,84762473,25509537,1814,18,139571,24586765,19455,15734,290608,4152,16.85,107076
110,14642697,341110,85496000,25732768,1814,18,140728,24802956,19455,15734,290608,4152,16.17,107076
111,14771312,343791,86223720,25965739,1814,18,141742,25026594,19455,15734,290608,4152,16.56,107076
112,14883902,347137,86993234,26169308,1814,18,142910,25227471,19455,15734,290608,4152,14.67,107076
113,15011432,350094,81882263,26399974,1814,18,144145,25452421,19455,15734,290608,4152,16.75,107076
114,15152465,353558,82535844,26656702,1814,18,145276,25700472,19455,15734,290608,4152,18.33,107076
115,15278402,357014,83228953,26883587,1814,18,146492,25920300,19455,15734,290608,4152,16.17,107076
116,15406649,360613,83920935,27115304,1814,18,147612,26143113,19455,15734,290608,4152,16.69,107076
117,15531308,363297,90626811,27342436,1814,18,148638,26360191,19455,15734,290608,4152,16.29,107076
118,15657864,366409,85311278,27576141,1814,18,149744,26585261,19455,15734,290608,4152,16.61,107076
119,15787732,369854,85997158,27811011,1814,18,150923,26812570,19455,15734,290608,4152,16.83,107076
120,15903966,372348,92827225,28029745,1814,18,152137,27024182,19455,15734,290608,4152,15.66,107076
121,16022159,375456,87420360,28239833,1814,18,153272,27227606,19455,15734,290608,4152,14.95,107076
122,16164403,378917,88063234,28501302,1814,18,154400,27481259,19455,15734,290608,4152,18.87,107076
123,16293684,382022,95013245,28735804,1814,18,155520,27706155,19455,15734,290608,4152,16.71,107076
124,16417056,385217,89451256,28962332,1814,18,156521,27923632,19455,15734,290608,4152,16.17,107076
125,16534203,389118,96502627,29178822,1814,18,157826,28134578,19455,15734,290608,4152,15.57,107076
126,16668140,391692,97218257,29422584,1814,18,158904,28367615,19455,15734,290608,4152,17.31,107076
127,16795285,395069,91520536,29653060,1814,18,160020,28592949,19455,15734,290608,4152,16.71,107076
128,16921986,398663,98688621,29883681,1814,18,161175,28816820,19455,15734,290608,4152,16.67,107076
129,17047826,401530,92899554,30112344,1814,18,162417,29038723,19455,15734,290608,4152,16.33,107076
130,17173700,404958,93587278,30342012,1814,18,163564,29260253,19455,15734,290608,4152,16.59,107076
131,17297494,408459,100898200,30568370,1814,18,164736,29480711,19455,15734,290608,4152,16.37,107076
132,17428649,411148,94960916,30806530,1814,18,165965,29707198,19455,15734,290608,4152,16.76,107076
133,17566436,413823,95647123,31046307,1814,18,167132,29929359,19455,15734,290608,4152,16.47,107076
134,17701448,417256,96330755,31284250,1814,18,168256,30151857,19455,15734,290608,4152,16.55,107076
135,17839587,420312,97003785,31527992,1814,18,169472,30380388,19455,15734,290608,4152,16.59,107076
136,17972788,423614,97690597,31766006,1814,18,170692,30602160,19455,15734,290608,4152,16.45,107076
137,18067077,427054,98441552,31943518,1814,18,172124,30780635,19455,15734,290608,4152,12.82,107076
138,18210246,430509,99084215,32207978,1814,18,173250,31035354,19455,15734,290608,4152,18.81,107076
139,18346741,433958,106724108,32457773,1814,18,174497,31275391,19455,15734,290608,4152,17.97,107076
140,18471589,436925,107459852,32686155,1814,18,175626,31494400,19455,15734,290608,4152,16.34,107076
141,18597308,440279,101136674,32919657,1814,18,176828,31716232,19455,15734,290608,4152,16.55,107076
142,18721665,443219,101823664,33149456,1814,18,178116,31941615,19455,15734,290608,4152,16.56,107076
143,18842511,446661,102519884,33372865,1814,18,179237,32159146,19455,15734,290608,4152,16.32,107076
144,18971227,450108,103208565,33608482,1814,18,180434,32385773,19455,15734,290608,4152,16.71,107076
145,19096895,453552,103904331,33837767,1814,18,181645,32606639,19455,15734,290608,4152,16.40,107076
146,19221703,456032,104595450,34068058,1814,18,182714,32828423,19455,15734,290608,4152,16.49,107076
147,19348044,459297,105284130,34296714,1814,18,183871,33050981,19455,15734,290608,4152,16.46,107076
148,19477575,461749,105967999,34529943,1814,18,185012,33274975,19455,15734,290608,4152,16.55,107076
149,19617176,464321,106647820,34771852,1814,18,186282,33499313,19455,15734,290608,4152,16.47,107076
150,19751655,468028,114773997,35008957,1814,18,187520,33719583,19455,15734,290608,4152,16.64,107076
151,19887488,471174,115500715,35249831,1814,18,188890,33943796,19455,15734,290608,4152,16.05,107076
152,20023687,474497,108699579,35491007,1814,18,190101,34170707,19455,15734,290608,4152,16.84,107076
153,20144745,477946,109390706,35716341,1814,18,191283,34390754,19455,15734,290608,4152,16.17,107076
154,20273788,481211,117682934,35953917,1814,18,192415,34619995,19455,15734,290608,4152,16.97,107076
155,20402651,484254,110770894,36184453,1814,18,193620,34841347,19455,15734,290608,4152,16.45,107076
156,20527571,487696,111461580,36410515,1814,18,194875,35060681,19455,15734,290608,4152,16.50,107076
157,20650224,490501,112156261,36638189,1814,18,195910,35280926,19455,15734,290608,4152,16.33,107076
158,20777074,493440,112841267,36872343,1814,18,196996,35508419,19455,15734,290608,4152,16.71,107076
159,20906562,496877,121359034,37106168,1814,18,198140,35734469,19455,15734,290608,4152,16.70,107076
160,21032639,499712,122090147,37336830,1814,18,199329,35958583,19455,15734,290608,4152,16.42,107076
161,21155999,503479,114917337,37562214,1814,18,200516,36176790,19455,15734,290608,4152,16.21,107076
162,21285246,506371,123554151,37801671,1814,18,201682,36405352,19455,15734,290608,4152,16.93,107076
163,21414978,509197,124278540,38036383,1814,18,202850,36630224,19455,15734,290608,4152,16.34,107076
164,21540715,512488,116986814,38267588,1814,18,203960,36853566,19455,15734,290608,4152,16.58,107076
165,21667729,516211,125739876,38500740,1814,18,205160,37077219,19455,15734,290608,4152,16.67,107076
166,21798170,519252,118367097,38735890,1814,18,206287,37302955,19455,15734,290608,4152,16.46,107076
167,21924456,522688,127194181,38968805,1814,18,207495,37523972,19455,15734,290608,4152,16.43,107076
168,22048434,525863,119756244,39198709,1814,18,208730,37745533,19455,15734,290608,4152,16.22,107076
169,22180345,529299,120438056,39438906,1814,18,209814,37974261,19455,15734,290608,4152,16.96,107076
170,22297734,532431,121155257,39652727,1814,18,211051,38178328,19455,15734,290608,4152,15.12,107076
171,22432189,535997,130114841,39899467,1814,18,212175,38416502,19455,15734,290608,4152,17.85,107076
172,22559177,538766,130843261,40134079,1814,18,213273,38643018,19455,15734,290608,4152,16.43,107076
173,22689609,541867,123208823,40370997,1814,18,214310,38869438,19455,15734,290608,4152,16.50,107076
174,22812540,545321,123898420,40600451,1814,18,215616,39091634,19455,15734,290608,4152,16.33,107076
175,22939805,548784,124585908,40834357,1814,18,216824,39316513,19455,15734,290608,4152,16.54,107076
176,23067263,551995,125270698,41069830,1814,18,217987,39544046,19455,15734,290608,4152,16.73,107076
177,23192321,555447,125968569,41298888,1814,18,219215,39762032,19455,15734,290608,4152,16.18,107076
178,23322915,558913,135212206,41535842,1814,18,220283,39987159,19455,15734,290608,4152,16.70,107076
179,23454359,562450,127353088,41771946,1814,18,221423,40210073,19455,15734,290608,4152,16.68,107076
