period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
53,3535409,161736,96552,47298283,6921525,18,15775,13868,49133,7518652,1830,290608,4068,10.31
54,3641265,168325,96552,51723784,7119463,18,15775,13868,50942,7717589,1830,290608,4068,5.95
55,3758169,171158,96552,49748331,7337251,18,15775,13868,51652,7919560,1830,290608,4068,13.25
56,3840479,173803,96552,50547009,7489440,18,15775,13868,52614,8069114,1830,290608,4068,9.27
57,3919992,176879,96552,51353837,7637507,18,15775,13868,53384,8214151,1830,290608,4068,9.19
58,3996366,179736,96552,54942855,7778035,18,15775,13868,54344,8353222,1830,290608,4068,8.64
59,4062058,182213,96552,52986460,7912644,18,15775,13868,55070,8491498,1830,290608,4068,8.65
60,4129496,185460,96552,56639930,8049696,18,15775,13868,56082,8630935,1830,290608,4068,8.70
61,4197759,188249,96552,57485730,8187875,18,15775,13868,56908,8767986,1830,290608,4068,8.76
62,4264163,191174,96552,55433121,8321385,18,15775,13868,57697,8901477,1830,290608,4068,8.50
63,4332322,194288,96552,56250209,8456547,18,15775,13868,58654,9039445,1830,290608,4068,8.67
64,4399082,197413,96552,57060471,8597103,18,15775,13868,59537,9181701,1830,290608,4068,8.88
65,4455485,200493,96552,57905299,8709995,18,15775,13868,60474,9295385,1830,290608,4068,7.19
66,4531256,203611,96552,58703436,8859733,18,15775,13868,61531,9444418,1830,290608,4068,9.52
67,4600967,206947,96552,59506154,9002948,18,15775,13868,62336,9590901,1830,290608,4068,9.15
68,4663547,209953,96552,60330686,9129526,18,15775,13868,63413,9721977,1830,290608,4068,8.15
69,4738890,213083,96552,61123985,9281066,18,15775,13868,64256,9876121,1830,290608,4068,9.72
70,4803893,216487,96552,65102030,9411506,18,15775,13868,65165,10006850,1830,290608,4068,8.34
71,4873943,219305,96552,62754527,9553437,18,15775,13868,66039,10152117,1830,290608,4068,9.01
72,4941037,222427,96552,63573781,9686964,18,15775,13868,66990,10285773,1830,290608,4068,8.59
73,4998696,225120,96552,64408381,9806327,18,15775,13868,67979,10407859,1830,290608,4068,7.63
74,5067767,228245,96552,65212291,9947077,18,15775,13868,68848,10552446,1830,290608,4068,8.95
75,5131674,231360,96552,66030484,10080030,18,15775,13868,69699,10689682,1830,290608,4068,8.57
76,5208721,234481,96552,66821813,10234895,18,15775,13868,70485,10844053,1830,290608,4068,9.83
77,5276793,237579,96552,67636578,10370544,18,15775,13868,71340,10980707,1830,290608,4068,8.63
78,5328493,240355,96552,68496385,10473695,18,15775,13868,72066,11085965,1830,290608,4068,6.50
79,5401441,243485,96552,69297693,10622713,18,15775,13868,72923,11233803,1830,290608,4068,9.49
80,5482121,246609,96552,70080178,10783900,18,15775,13868,73601,11392585,1830,290608,4068,10.29
81,5546209,250070,96552,74417531,10912790,18,15775,13868,74368,11524273,1830,290608,4068,8.34
82,5614891,252536,96552,71714450,11053965,18,15775,13868,75226,11664419,1830,290608,4068,8.95
83,5670883,255649,96552,72560633,11163714,18,15775,13868,76337,11778411,1830,290608,4068,7.01
84,5739104,259013,96552,76981806,11300827,18,15775,13868,77056,11917258,1830,290608,4068,8.80
85,5817740,261518,96552,74166040,11459580,18,15775,13868,77613,12076034,1830,290608,4068,10.13
86,5880889,264500,96552,74978343,11595477,18,15775,13868,78460,12214931,1830,290608,4068,8.77
87,5945898,267621,96552,75797189,11727649,18,15775,13868,79320,12348105,1830,290608,4068,8.53
88,6001433,270459,96552,76639828,11844628,18,15775,13868,80516,12467520,1830,290608,4068,7.33
89,6064158,273585,96552,77463703,11975293,18,15775,13868,81222,12600718,1830,290608,4068,8.39
90,6083969,276373,96552,78402059,12017828,18,15775,13868,82206,12648090,1830,290608,4068,2.64
91,6091215,279478,96552,79371855,12034321,18,15775,13868,83081,12671620,1830,290608,4068,1.03
92,6095376,282650,96552,80338431,12050010,18,15775,13868,84173,12700242,1830,290608,4068,0.79
93,6182091,285539,96552,84966286,12229595,18,15775,13868,84945,12879316,1830,290608,4068,11.80
94,6206746,288614,96552,82020681,12282237,18,15775,13868,86073,12939765,1830,290608,4068,3.38
95,6271705,291929,96552,82843350,12414142,18,15775,13868,86893,13072557,1830,290608,4068,8.48
96,6375916,295221,96552,83569471,12620910,18,15775,13868,87603,13275675,1830,290608,4068,13.38
97,6464394,298914,96552,88316414,12800476,18,15775,13868,88417,13451229,1830,290608,4068,11.83
98,6550939,301987,96552,85105582,12974639,18,15775,13868,89382,13621576,1830,290608,4068,10.88
99,6620390,305362,96552,85912649,13115676,18,15775,13868,90040,13762125,1830,290608,4068,9.06
100,6714531,308422,96552,86659168,13307182,18,15775,13868,90837,13946990,1830,290608,4068,12.30
101,6812967,311561,96552,91524855,13509951,18,15775,13868,91622,14146174,1830,290608,4068,13.27
102,6875126,314384,96552,88226302,13634730,18,15775,13868,92558,14270761,1830,290608,4068,8.06
103,6882130,317452,96552,89186276,13659988,18,15775,13868,93523,14305173,1830,290608,4068,1.59
104,6901033,320754,96552,90120155,13698435,18,15775,13868,94478,14354536,1830,290608,4068,2.30
105,7000548,324042,96552,90862343,13888123,18,15775,13868,95363,14546279,1830,290608,4068,12.67
106,7099387,326873,96552,91598246,14083139,18,15775,13868,96145,14741000,1830,290608,4068,12.67
107,7195134,330450,96552,96652974,14274451,18,15775,13868,96887,14929911,1830,290608,4068,12.30
108,7292020,333398,96552,93085440,14471520,18,15775,13868,97659,15122097,1830,290608,4068,12.60
109,7389174,336606,96552,93826044,14666074,18,15775,13868,98507,15313229,1830,290608,4068,12.44
110,7480205,339985,96552,94578264,14849349,18,15775,13868,99295,15490901,1830,290608,4068,11.64
111,7546152,343386,96552,99856649,14983544,18,15775,13868,100216,15628103,1830,290608,4068,8.45
112,7613262,346580,96552,96216493,15115151,18,15775,13868,101088,15759607,1830,290608,4068,8.33
113,7675667,350032,96552,101562587,15243618,18,15775,13868,101980,15890212,1830,290608,4068,8.10
114,7745966,352764,96552,97854332,15383798,18,15775,13868,103026,16032768,1830,290608,4068,8.77
115,7817322,356205,96552,98656533,15529556,18,15775,13868,104062,16181233,1830,290608,4068,9.23
116,7865039,359412,96552,99516221,15631765,18,15775,13868,104881,16285669,1830,290608,4068,6.39
117,7956931,362723,96552,100272389,15816089,18,15775,13868,105623,16464626,1830,290608,4068,11.81
118,8017332,365804,96552,101109641,15936634,18,15775,13868,106491,16584962,1830,290608,4068,7.57
119,8094109,369098,96552,101903278,16089468,18,15775,13868,107424,16737745,1830,290608,4068,9.69
120,8158788,372390,96552,102729599,16218875,18,15775,13868,108157,16867042,1830,290608,4068,8.21
121,8230912,375157,96552,103532033,16363744,18,15775,13868,109044,17012249,1830,290608,4068,9.13
122,8298524,378443,96552,104338513,16503770,18,15775,13868,109831,17153977,1830,290608,4068,8.93
123,8354536,381789,96552,105185586,16615475,18,15775,13868,110886,17266462,1830,290608,4068,7.03
124,8387970,385038,96552,106082390,16689043,18,15775,13868,111884,17344619,1830,290608,4068,4.72
125,8395281,388327,96552,107046372,16709588,18,15775,13868,112916,17373290,1830,290608,4068,1.25
126,8395281,391614,96552,108035612,16711307,18,15775,13868,113893,17381221,1830,290608,4068,0.00
127,8395503,394891,96552,109024414,16713121,18,15775,13868,114782,17389490,1830,290608,4068,0.01
128,8492491,397722,96552,109764887,16907596,18,15775,13868,115773,17581525,1830,290608,4068,12.49
129,8597901,400994,96552,115461811,17121531,18,15775,13868,116510,17791439,1830,290608,4068,14.03
130,8691597,403780,96552,111229536,17315346,18,15775,13868,117309,17979998,1830,290608,4068,12.53
131,8793328,407121,96552,111953666,17522163,18,15775,13868,118072,18184234,1830,290608,4068,13.43
132,8899684,410260,96552,117773038,17735186,18,15775,13868,118898,18390959,1830,290608,4068,13.82
133,8988328,413354,96552,118567237,17917127,18,15775,13868,119852,18570461,1830,290608,4068,11.63
134,9082237,416506,96552,114172982,18107938,18,15775,13868,120641,18760409,1830,290608,4068,12.49
135,9157487,419854,96552,114971523,18258029,18,15775,13868,121618,18909600,1830,290608,4068,9.57
136,9210597,422661,96552,115821704,18365198,18,15775,13868,122472,19019990,1830,290608,4068,6.99
137,9294471,425524,96552,116598299,18532770,18,15775,13868,123306,19184385,1830,290608,4068,10.55
138,9353909,428974,96552,117430530,18652232,18,15775,13868,124383,19307250,1830,290608,4068,7.71
139,9428811,432351,96552,118224780,18804251,18,15775,13868,125168,19457294,1830,290608,4068,9.75
140,9491637,435598,96552,119050398,18929944,18,15775,13868,126220,19585652,1830,290608,4068,8.11
141,9559838,438982,96552,119855619,19070980,18,15775,13868,126998,19729450,1830,290608,4068,9.29
142,9627766,442544,96552,120667167,19206535,18,15775,13868,127934,19868830,1830,290608,4068,8.82
143,9694998,444858,96552,121479502,19344404,18,15775,13868,128898,20008526,1830,290608,4068,8.72
144,9757154,448236,96552,122311605,19466169,18,15775,13868,129810,20132635,1830,290608,4068,7.75
145,9826222,451617,96552,123123398,19603829,18,15775,13868,130749,20273383,1830,290608,4068,8.70
146,9886386,454354,96552,123953202,19727167,18,15775,13868,131753,20399588,1830,290608,4068,8.05
147,9957883,456942,96552,124757025,19873771,18,15775,13868,132627,20544786,1830,290608,4068,9.25
148,10025067,460306,96552,125570032,20008895,18,15775,13868,133565,20683467,1830,290608,4068,8.65
149,10094895,463888,96552,132074361,20149999,18,15775,13868,134446,20825427,1830,290608,4068,9.01
150,10165046,467034,96552,127178682,20297687,18,15775,13868,135338,20972779,1830,290608,4068,9.38
151,10231077,469870,96552,127996718,20432893,18,15775,13868,136140,21108495,1830,290608,4068,8.66
152,10299083,473245,96552,128809032,20569544,18,15775,13868,136874,21246278,1830,290608,4068,8.65
153,10363300,476604,96552,129631919,20696841,18,15775,13868,137897,21376226,1830,290608,4068,8.07
154,10435699,479980,96552,130437200,20841506,18,15775,13868,138551,21520326,1830,290608,4068,9.22
155,10501845,483078,96552,131249937,20975850,18,15775,13868,139383,21656426,1830,290608,4068,8.65
156,10545954,486429,96552,132122601,21065270,18,15775,13868,140327,21751562,1830,290608,4068,5.87
157,10634800,489074,96552,132886334,21244432,18,15775,13868,141221,21927225,1830,290608,4068,11.43
158,10700475,492089,96552,133698698,21378660,18,15775,13868,142104,22065099,1830,290608,4068,8.64
159,10769675,495485,96552,134514747,21514552,18,15775,13868,143121,22203935,1830,290608,4068,8.66
160,10835480,498876,96552,135328215,21651677,18,15775,13868,144010,22340610,1830,290608,4068,8.91
161,10896759,502246,96552,136159757,21772523,18,15775,13868,144993,22462904,1830,290608,4068,7.73
162,10979193,505681,96552,136957550,21924131,18,15775,13868,145744,22608507,1830,290608,4068,9.48
163,11045748,508612,96552,137793410,22050669,18,15775,13868,146439,22732273,1830,290608,4068,7.62
164,11133864,511748,96552,138575472,22216528,18,15775,13868,147342,22891540,1830,290608,4068,10.27
165,11212795,514577,96552,139380944,22364692,18,15775,13868,148091,23032529,1830,290608,4068,9.18
166,11282701,517427,96552,140202927,22496363,18,15775,13868,149022,23161417,1830,290608,4068,8.17
167,11353621,520808,96552,141015139,22635408,18,15775,13868,149804,23298610,1830,290608,4068,8.61
168,11426818,524334,96552,141834633,22772620,18,15775,13868,150679,23431899,1830,290608,4068,8.48
169,11483062,527183,96552,142673446,22889660,18,15775,13868,151471,23551480,1830,290608,4068,7.61
170,11565694,530566,96552,149793329,23058551,18,15775,13868,152241,23719549,1830,290608,4068,10.86
171,11624936,533888,96552,144276188,23182277,18,15775,13868,153302,23847381,1830,290608,4068,8.07
172,11704301,537275,96552,145079499,23330528,18,15775,13868,154167,23992524,1830,290608,4068,9.32
173,11779540,539725,96552,145891191,23473296,18,15775,13868,154941,24131306,1830,290608,4068,8.62
174,11841253,543102,96552,146713286,23599650,18,15775,13868,155896,24258276,1830,290608,4068,8.01
175,11918098,546859,96552,154014763,23744715,18,15775,13868,156890,24398094,1830,290608,4068,8.95
176,12000321,549946,96552,148326021,23893393,18,15775,13868,157608,24542282,1830,290608,4068,9.24
177,12057632,552551,96552,149176377,24006367,18,15775,13868,158298,24653508,1830,290608,4068,6.90
178,12140433,555816,96552,149975531,24163675,18,15775,13868,159061,24803521,1830,290608,4068,9.73
